#DISTANCE:      BLOCK_NUMBER:        AVE_GOFR:
     1.41073          12    0.800501
     1.43638          12    0.758704
     1.46203          12    0.693834
     1.48768          12    0.683346
     1.51333          12    0.636644
     1.53898          12    0.641225
     1.56463          12    0.635766
     1.59028          12     0.63523
     1.61593          12      0.6305
     1.64158          12    0.644621
     1.66723          12    0.623282
     1.69288          12    0.634644
     1.71853          12     0.66102
     1.74418          12    0.707476
     1.76983          12    0.729817
     1.79547          12    0.761223
     1.82112          12    0.817364
     1.84677          12    0.839819
     1.87242          12    0.884752
     1.89807          12    0.921056
     1.92372          12    0.966572
     1.94937          12    0.970985
     1.97502          12    0.999194
     2.00067          12     1.01968
     2.02632          12     1.06692
     2.05197          12     1.09633
     2.07762          12     1.13296
     2.10327          12     1.13582
     2.12892          12     1.10676
     2.15457          12     1.11212
     2.18022          12     1.09881
     2.20587          12     1.08181
     2.23152          12     1.07261
     2.25717          12     1.06156
     2.28282          12     1.04081
     2.30847          12     1.00374
     2.33412          12    0.961368
     2.35977          12    0.933053
     2.38542          12    0.898692
     2.41107          12    0.894716
     2.43672          12    0.888985
     2.46237          12    0.883123
     2.48802          12    0.852309
     2.51366          12     0.83517
     2.53931          12     0.80114
           0          13           0
   0.0256496          13           0
   0.0512993          13           0
   0.0769489          13           0
    0.102599          13           0
    0.128248          13           0
    0.153898          13           0
    0.179547          13           0
    0.205197          13           0
    0.230847          13           0
    0.256496          13           0
    0.282146          13           0
    0.307796          13           0
    0.333445          13           0
    0.359095          13           0
    0.384745          13           0
    0.410394          13           0
    0.436044          13           0
    0.461694          13           0
    0.487343          13           0
    0.512993          13           0
    0.538642          13           0
    0.564292          13           0
    0.589942          13           0
    0.615591          13           0
    0.641241          13           0
    0.666891          13           0
     0.69254          13           0
     0.71819          13           0
     0.74384          13           0
    0.769489          13           0
    0.795139          13           0
    0.820788          13           0
    0.846438          13           0
    0.872088          13           0
    0.897737          13   0.0014724
    0.923387          13   0.0204009
    0.949037          13    0.152407
    0.974686          13    0.496521
     1.00034          13     1.10455
     1.02599          13     1.75951
     1.05164          13     2.26542
     1.07728          13     2.41047
     1.10293          13     2.42304
     1.12858          13     2.28219
     1.15423          13     2.02388
     1.17988          13        1.86
     1.20553          13     1.65065
     1.23118          13     1.48289
     1.25683          13     1.32702
     1.28248          13     1.14277
     1.30813          13     1.02927
     1.33378          13    0.985864
     1.35943          13    0.898919
     1.38508          13    0.823568
     1.41073          13    0.760031
     1.43638          13    0.712986
     1.46203          13    0.678383
     1.48768          13    0.668259
     1.51333          13    0.635272
     1.53898          13    0.620827
     1.56463          13    0.615175
     1.59028          13    0.617695
     1.61593          13    0.612254
     1.64158          13    0.615077
     1.66723          13    0.633752
     1.69288          13    0.667535
     1.71853          13    0.703629
     1.74418          13    0.715606
     1.76983          13     0.73584
     1.79547          13     0.75705
     1.82112          13    0.792414
     1.84677          13    0.830608
     1.87242          13    0.872416
     1.89807          13    0.918362
     1.92372          13    0.967702
     1.94937          13     1.03175
     1.97502          13     1.07659
     2.00067          13     1.04872
     2.02632          13      1.0841
     2.05197          13     1.12754
     2.07762          13     1.11476
     2.10327          13      1.1225
     2.12892          13     1.11462
     2.15457          13      1.1251
     2.18022          13     1.09608
     2.20587          13     1.06624
     2.23152          13     1.05528
     2.25717          13      1.0403
     2.28282          13     1.01389
     2.30847          13    0.963112
     2.33412          13    0.941655
     2.35977          13    0.925934
     2.38542          13    0.914238
     2.41107          13    0.895284
     2.43672          13    0.861732
     2.46237          13    0.847001
     2.48802          13    0.839953
     2.51366          13    0.843546
     2.53931          13    0.825347
           0          14           0
   0.0256496          14           0
   0.0512993          14           0
   0.0769489          14           0
    0.102599          14           0
    0.128248          14           0
    0.153898          14           0
    0.179547          14           0
    0.205197          14           0
    0.230847          14           0
    0.256496          14           0
    0.282146          14           0
    0.307796          14           0
    0.333445          14           0
    0.359095          14           0
    0.384745          14           0
    0.410394          14           0
    0.436044          14           0
    0.461694          14           0
    0.487343          14           0
    0.512993          14           0
    0.538642          14           0
    0.564292          14           0
    0.589942          14           0
    0.615591          14           0
    0.641241          14           0
    0.666891          14           0
     0.69254          14           0
     0.71819          14           0
     0.74384          14           0
    0.769489          14           0
    0.795139          14           0
    0.820788          14           0
    0.846438          14           0
    0.872088          14           0
    0.897737          14  0.00155901
    0.923387          14    0.022654
    0.949037          14    0.168048
    0.974686          14     0.54737
     1.00034          14     1.15114
     1.02599          14     1.81039
     1.05164          14     2.17929
     1.07728          14     2.33384
     1.10293          14     2.30239
     1.12858          14     2.30616
     1.15423          14      2.0713
     1.17988          14     1.84213
     1.20553          14     1.65868
     1.23118          14     1.42328
     1.25683          14      1.2962
     1.28248          14     1.15827
     1.30813          14     1.03207
     1.33378          14    0.980695
     1.35943          14    0.870545
     1.38508          14    0.813755
     1.41073          14    0.749471
     1.43638          14    0.722749
     1.46203          14    0.675725
     1.48768          14    0.663284
     1.51333          14    0.638571
     1.53898          14    0.653751
     1.56463          14     0.61643
     1.59028          14    0.632324
     1.61593          14    0.639609
     1.64158          14     0.62081
     1.66723          14    0.640202
     1.69288          14    0.673076
     1.71853          14     0.69988
     1.74418          14    0.734903
     1.76983          14     0.75558
     1.79547          14     0.78771
     1.82112          14    0.866442
     1.84677          14    0.877272
     1.87242          14    0.889005
     1.89807          14    0.949426
     1.92372          14    0.971283
     1.94937          14     1.00448
     1.97502          14     1.02842
     2.00067          14     1.05034
     2.02632          14     1.05235
     2.05197          14     1.09011
     2.07762          14     1.09533
     2.10327          14     1.07878
     2.12892          14     1.07829
     2.15457          14      1.1019
     2.18022          14     1.08389
     2.20587          14     1.05899
     2.23152          14     1.05281
     2.25717          14     1.02348
     2.28282          14    0.990601
     2.30847          14    0.965905
     2.33412          14    0.955273
     2.35977          14    0.944196
     2.38542          14    0.898055
     2.41107          14    0.869426
     2.43672          14    0.856747
     2.46237          14    0.850084
     2.48802          14    0.838862
     2.51366          14    0.846623
     2.53931          14    0.843744
           0          15           0
   0.0256496          15           0
   0.0512993          15           0
   0.0769489          15           0
    0.102599          15           0
    0.128248          15           0
    0.153898          15           0
    0.179547          15           0
    0.205197          15           0
    0.230847          15           0
    0.256496          15           0
    0.282146          15           0
    0.307796          15           0
    0.333445          15           0
    0.359095          15           0
    0.384745          15           0
    0.410394          15           0
    0.436044          15           0
    0.461694          15           0
    0.487343          15           0
    0.512993          15           0
    0.538642          15           0
    0.564292          15           0
    0.589942          15           0
    0.615591          15           0
    0.641241          15           0
    0.666891          15           0
     0.69254          15           0
     0.71819          15           0
     0.74384          15           0
    0.769489          15           0
    0.795139          15           0
    0.820788          15           0
    0.846438          15           0
    0.872088          15           0
    0.897737          15           0
    0.923387          15   0.0280205
    0.949037          15    0.157142
    0.974686          15    0.498988
     1.00034          15     1.08983
     1.02599          15     1.63903
     1.05164          15     2.12839
     1.07728          15     2.37648
     1.10293          15     2.35451
     1.12858          15     2.25812
     1.15423          15     2.05825
     1.17988          15     1.94885
     1.20553          15     1.72472
     1.23118          15     1.55315
     1.25683          15     1.34282
     1.28248          15     1.20079
     1.30813          15     1.05808
     1.33378          15     0.95832
     1.35943          15    0.839044
     1.38508          15    0.790805
     1.41073          15    0.746104
     1.43638          15    0.719911
     1.46203          15    0.668363
     1.48768          15    0.649281
     1.51333          15    0.632173
     1.53898          15     0.62709
     1.56463          15    0.640889
     1.59028          15    0.653128
     1.61593          15    0.642709
     1.64158          15    0.643335
     1.66723          15    0.677565
     1.69288          15    0.675261
     1.71853          15    0.688619
     1.74418          15    0.704766
     1.76983          15    0.730021
     1.79547          15    0.735483
     1.82112          15    0.780841
     1.84677          15    0.814649
     1.87242          15    0.846623
     1.89807          15    0.890887
     1.92372          15    0.936938
     1.94937          15      1.0044
     1.97502          15     1.02788
     2.00067          15      1.0666
     2.02632          15      1.0984
     2.05197          15     1.11084
     2.07762          15     1.12093
     2.10327          15     1.09926
     2.12892          15     1.11007
     2.15457          15     1.13999
     2.18022          15      1.1309
     2.20587          15     1.07938
     2.23152          15     1.06675
     2.25717          15     1.04485
     2.28282          15     1.00394
     2.30847          15    0.956389
     2.33412          15    0.957881
     2.35977          15     0.93975
     2.38542          15    0.911534
     2.41107          15    0.902007
     2.43672          15    0.896424
     2.46237          15    0.881605
     2.48802          15    0.842479
     2.51366          15    0.855174
     2.53931          15    0.838264
           0          16           0
   0.0256496          16           0
   0.0512993          16           0
   0.0769489          16           0
    0.102599          16           0
    0.128248          16           0
    0.153898          16           0
    0.179547          16           0
    0.205197          16           0
    0.230847          16           0
    0.256496          16           0
    0.282146          16           0
    0.307796          16           0
    0.333445          16           0
    0.359095          16           0
    0.384745          16           0
    0.410394          16           0
    0.436044          16           0
    0.461694          16           0
    0.487343          16           0
    0.512993          16           0
    0.538642          16           0
    0.564292          16           0
    0.589942          16           0
    0.615591          16           0
    0.641241          16           0
    0.666891          16           0
     0.69254          16           0
     0.71819          16           0
     0.74384          16           0
    0.769489          16           0
    0.795139          16           0
    0.820788          16           0
    0.846438          16           0
    0.872088          16           0
    0.897737          16  0.00155901
    0.923387          16   0.0256445
    0.949037          16    0.164865
    0.974686          16    0.513458
     1.00034          16     1.12036
     1.02599          16     1.69656
     1.05164          16     2.11857
     1.07728          16     2.41558
     1.10293          16     2.46639
     1.12858          16     2.30319
     1.15423          16     2.08485
     1.17988          16     1.90177
     1.20553          16     1.62131
     1.23118          16     1.41273
     1.25683          16     1.27198
     1.28248          16      1.1377
     1.30813          16     1.02345
     1.33378          16     1.00139
     1.35943          16    0.909158
     1.38508          16    0.817339
     1.41073          16     0.78622
     1.43638          16     0.72704
     1.46203          16    0.672655
     1.48768          16     0.67558
     1.51333          16    0.668201
     1.53898          16    0.623571
     1.56463          16     0.63086
     1.59028          16    0.620978
     1.61593          16    0.609046
     1.64158          16    0.629534
     1.66723          16    0.641372
     1.69288          16    0.648417
     1.71853          16    0.676353
     1.74418          16    0.716583
     1.76983          16    0.751625
     1.79547          16    0.757017
     1.82112          16    0.783809
     1.84677          16    0.814586
     1.87242          16    0.859646
     1.89807          16    0.917792
     1.92372          16    0.969732
     1.94937          16    0.982009
     1.97502          16     1.03436
     2.00067          16     1.08444
     2.02632          16     1.10025
     2.05197          16     1.11728
     2.07762          16     1.09902
     2.10327          16     1.12363
     2.12892          16     1.11902
     2.15457          16     1.13764
     2.18022          16     1.13443
     2.20587          16      1.1008
     2.23152          16     1.08483
     2.25717          16     1.05814
     2.28282          16     1.02097
     2.30847          16    0.958195
     2.33412          16    0.964204
     2.35977          16    0.927841
     2.38542          16    0.906121
     2.41107          16    0.872763
     2.43672          16    0.857292
     2.46237          16    0.850272
     2.48802          16     0.83815
     2.51366          16    0.831963
     2.53931          16    0.827183
           0          17           0
   0.0256496          17           0
   0.0512993          17           0
   0.0769489          17           0
    0.102599          17           0
    0.128248          17           0
    0.153898          17           0
    0.179547          17           0
    0.205197          17           0
    0.230847          17           0
    0.256496          17           0
    0.282146          17           0
    0.307796          17           0
    0.333445          17           0
    0.359095          17           0
    0.384745          17           0
    0.410394          17           0
    0.436044          17           0
    0.461694          17           0
    0.487343          17           0
    0.512993          17           0
    0.538642          17           0
    0.564292          17           0
    0.589942          17           0
    0.615591          17           0
    0.641241          17           0
    0.666891          17           0
     0.69254          17           0
     0.71819          17           0
     0.74384          17           0
    0.769489          17           0
    0.795139          17           0
    0.820788          17           0
    0.846438          17           0
    0.872088          17           0
    0.897737          17   0.0022086
    0.923387          17   0.0247023
    0.949037          17    0.173015
    0.974686          17    0.518945
     1.00034          17     1.07377
     1.02599          17     1.62226
     1.05164          17     2.15042
     1.07728          17     2.37122
     1.10293          17     2.46481
     1.12858          17     2.23982
     1.15423          17     2.03107
     1.17988          17     1.91818
     1.20553          17     1.72482
     1.23118          17     1.55034
     1.25683          17     1.30014
     1.28248          17     1.13999
     1.30813          17     1.03215
     1.33378          17    0.954894
     1.35943          17    0.853517
     1.38508          17    0.782077
     1.41073          17    0.711535
     1.43638          17    0.710234
     1.46203          17    0.714667
     1.48768          17    0.705945
     1.51333          17    0.663623
     1.53898          17    0.652767
     1.56463          17    0.631914
     1.59028          17    0.626847
     1.61593          17    0.632706
     1.64158          17    0.626936
     1.66723          17    0.647033
     1.69288          17    0.667732
     1.71853          17    0.672112
     1.74418          17    0.711535
     1.76983          17    0.724179
     1.79547          17    0.751834
     1.82112          17    0.810627
     1.84677          17     0.84364
     1.87242          17    0.895047
     1.89807          17     0.95217
     1.92372          17    0.979278
     1.94937          17     1.02123
     1.97502          17     1.03848
     2.00067          17     1.06639
     2.02632          17     1.05644
     2.05197          17     1.08247
     2.07762          17     1.11453
     2.10327          17     1.13001
     2.12892          17     1.11207
     2.15457          17     1.11648
     2.18022          17     1.09185
     2.20587          17     1.08047
     2.23152          17     1.05687
     2.25717          17     1.02201
     2.28282          17    0.989851
     2.30847          17    0.962786
     2.33412          17    0.935129
     2.35977          17    0.899653
     2.38542          17     0.87337
     2.41107          17    0.873967
     2.43672          17    0.873779
     2.46237          17     0.86357
     2.48802          17    0.868683
     2.51366          17    0.866801
     2.53931          17    0.835628
           0          18           0
   0.0256496          18           0
   0.0512993          18           0
   0.0769489          18           0
    0.102599          18           0
    0.128248          18           0
    0.153898          18           0
    0.179547          18           0
    0.205197          18           0
    0.230847          18           0
    0.256496          18           0
    0.282146          18           0
    0.307796          18           0
    0.333445          18           0
    0.359095          18           0
    0.384745          18           0
    0.410394          18           0
    0.436044          18           0
    0.461694          18           0
    0.487343          18           0
    0.512993          18           0
    0.538642          18           0
    0.564292          18           0
    0.589942          18           0
    0.615591          18           0
    0.641241          18           0
    0.666891          18           0
     0.69254          18           0
     0.71819          18           0
     0.74384          18           0
    0.769489          18           0
    0.795139          18           0
    0.820788          18           0
    0.846438          18           0
    0.872088          18           0
    0.897737          18  0.00160232
    0.923387          18   0.0200322
    0.949037          18    0.146003
    0.974686          18    0.500387
     1.00034          18     1.16814
     1.02599          18     1.81425
     1.05164          18     2.19912
     1.07728          18     2.39044
     1.10293          18     2.33943
     1.12858          18     2.23023
     1.15423          18     2.09034
     1.17988          18     1.87714
     1.20553          18     1.69318
     1.23118          18     1.47674
     1.25683          18     1.31805
     1.28248          18      1.1572
     1.30813          18     1.05146
     1.33378          18    0.976557
     1.35943          18    0.869992
     1.38508          18    0.778457
     1.41073          18    0.762016
     1.43638          18    0.719364
     1.46203          18    0.678234
     1.48768          18    0.634098
     1.51333          18    0.604115
     1.53898          18    0.609017
     1.56463          18    0.621322
     1.59028          18    0.622781
     1.61593          18    0.613851
     1.64158          18    0.650918
     1.66723          18    0.640354
     1.69288          18    0.681901
     1.71853          18    0.692105
     1.74418          18    0.714501
     1.76983          18    0.759806
     1.79547          18    0.791729
     1.82112          18    0.815442
     1.84677          18    0.835063
     1.87242          18    0.878084
     1.89807          18     0.92853
     1.92372          18    0.957381
     1.94937          18    0.991419
     1.97502          18     1.02837
     2.00067          18     1.05224
     2.02632          18     1.07531
     2.05197          18     1.10011
     2.07762          18     1.11615
     2.10327          18     1.13583
     2.12892          18     1.12553
     2.15457          18     1.10716
     2.18022          18     1.08832
     2.20587          18     1.09358
     2.23152          18     1.06408
     2.25717          18     1.04297
     2.28282          18     1.02869
     2.30847          18    0.962619
     2.33412          18    0.949829
     2.35977          18     0.90866
     2.38542          18    0.905254
     2.41107          18    0.888342
     2.43672          18    0.869739
     2.46237          18    0.848888
     2.48802          18     0.85619
     2.51366          18     0.84367
     2.53931          18    0.833087
           0          19           0
   0.0256496          19           0
   0.0512993          19           0
   0.0769489          19           0
    0.102599          19           0
    0.128248          19           0
    0.153898          19           0
    0.179547          19           0
    0.205197          19           0
    0.230847          19           0
    0.256496          19           0
    0.282146          19           0
    0.307796          19           0
    0.333445          19           0
    0.359095          19           0
    0.384745          19           0
    0.410394          19           0
    0.436044          19           0
    0.461694          19           0
    0.487343          19           0
    0.512993          19           0
    0.538642          19           0
    0.564292          19           0
    0.589942          19           0
    0.615591          19           0
    0.641241          19           0
    0.666891          19           0
     0.69254          19           0
     0.71819          19           0
     0.74384          19           0
    0.769489          19           0
    0.795139          19           0
    0.820788          19           0
    0.846438          19           0
    0.872088          19           0
    0.897737          19 0.000173224
    0.923387          19   0.0153211
    0.949037          19    0.145188
    0.974686          19     0.52583
     1.00034          19     1.07041
     1.02599          19     1.66644
     1.05164          19     2.16566
     1.07728          19     2.36956
     1.10293          19     2.37095
     1.12858          19     2.25493
     1.15423          19     2.07096
     1.17988          19     1.91669
     1.20553          19     1.68488
     1.23118          19     1.51271
     1.25683          19     1.30272
     1.28248          19     1.17306
     1.30813          19     1.05961
     1.33378          19    0.996061
     1.35943          19    0.923574
     1.38508          19     0.86934
     1.41073          19    0.773958
     1.43638          19    0.730733
     1.46203          19    0.692464
     1.48768          19    0.677733
     1.51333          19     0.67258
     1.53898          19    0.627895
     1.56463          19    0.611278
     1.59028          19     0.62334
     1.61593          19    0.607868
     1.64158          19    0.625624
     1.66723          19    0.636449
     1.69288          19    0.647615
     1.71853          19    0.651161
     1.74418          19    0.672383
     1.76983          19    0.713286
     1.79547          19    0.749605
     1.82112          19    0.773698
     1.84677          19    0.812478
     1.87242          19    0.869506
     1.89807          19    0.914271
     1.92372          19    0.938882
     1.94937          19    0.973102
     1.97502          19      1.0202
     2.00067          19     1.08019
     2.02632          19     1.07993
     2.05197          19     1.08437
     2.07762          19     1.12159
     2.10327          19     1.13547
     2.12892          19     1.16173
     2.15457          19     1.13617
     2.18022          19     1.12258
     2.20587          19     1.10589
     2.23152          19      1.0831
     2.25717          19     1.08111
     2.28282          19     1.05079
     2.30847          19     1.00661
     2.33412          19    0.970847
     2.35977          19    0.935929
     2.38542          19    0.901089
     2.41107          19    0.883904
     2.43672          19    0.847382
     2.46237          19    0.829524
     2.48802          19    0.827747
     2.51366          19    0.822394
     2.53931          19    0.826924
           0          20           0
   0.0256496          20           0
   0.0512993          20           0
   0.0769489          20           0
    0.102599          20           0
    0.128248          20           0
    0.153898          20           0
    0.179547          20           0
    0.205197          20           0
    0.230847          20           0
    0.256496          20           0
    0.282146          20           0
    0.307796          20           0
    0.333445          20           0
    0.359095          20           0
    0.384745          20           0
    0.410394          20           0
    0.436044          20           0
    0.461694          20           0
    0.487343          20           0
    0.512993          20           0
    0.538642          20           0
    0.564292          20           0
    0.589942          20           0
    0.615591          20           0
    0.641241          20           0
    0.666891          20           0
     0.69254          20           0
     0.71819          20           0
     0.74384          20           0
    0.769489          20           0
    0.795139          20           0
    0.820788          20           0
    0.846438          20           0
    0.872088          20           0
    0.897737          20  0.00190546
    0.923387          20   0.0216708
    0.949037          20    0.168669
    0.974686          20     0.51622
     1.00034          20      1.0871
     1.02599          20     1.67686
     1.05164          20     2.14497
     1.07728          20     2.33774
     1.10293          20     2.38638
     1.12858          20     2.32262
     1.15423          20     2.08514
     1.17988          20      1.9048
     1.20553          20     1.74081
     1.23118          20     1.52169
     1.25683          20     1.36776
     1.28248          20     1.20871
     1.30813          20      1.0916
     1.33378          20      0.9403
     1.35943          20    0.859981
     1.38508          20    0.827757
     1.41073          20    0.761449
     1.43638          20     0.68693
     1.46203          20    0.643898
     1.48768          20     0.67491
     1.51333          20     0.63578
     1.53898          20    0.601502
     1.56463          20    0.582663
     1.59028          20    0.612078
     1.61593          20    0.596336
     1.64158          20    0.629927
     1.66723          20        0.62
     1.69288          20    0.635434
     1.71853          20    0.693974
     1.74418          20    0.700811
     1.76983          20    0.772348
     1.79547          20    0.814196
     1.82112          20    0.819019
     1.84677          20    0.865175
     1.87242          20    0.898583
     1.89807          20    0.920771
     1.92372          20    0.939341
     1.94937          20    0.980964
     1.97502          20     1.03094
     2.00067          20     1.05346
     2.02632          20     1.06274
     2.05197          20     1.09286
     2.07762          20     1.13295
     2.10327          20     1.12611
     2.12892          20     1.13366
     2.15457          20     1.13629
     2.18022          20     1.09366
     2.20587          20     1.06665
     2.23152          20     1.08976
     2.25717          20     1.04619
     2.28282          20     1.02964
     2.30847          20     1.00673
     2.33412          20    0.985534
     2.35977          20    0.945121
     2.38542          20    0.904155
     2.41107          20    0.877701
     2.43672          20    0.849632
     2.46237          20    0.817256
     2.48802          20    0.785748
     2.51366          20    0.803105
     2.53931          20    0.817541
