#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         960     1.38572     1.23223  0.00818048
         961     1.38613     1.23239  0.00817354
         962     1.38593     1.23254   0.0081666
         963      1.3851      1.2327  0.00815965
         964     1.38362     1.23286  0.00815269
         965     1.38148     1.23301   0.0081457
         966     1.37866     1.23316  0.00813866
         967     1.37514     1.23331  0.00813157
         968     1.37092     1.23345  0.00812441
         969     1.36599     1.23359  0.00811718
         970     1.36034     1.23372  0.00810986
         971     1.35397     1.23384  0.00810245
         972     1.34688     1.23396  0.00809495
         973     1.33908     1.23407  0.00808735
         974     1.33056     1.23417  0.00807966
         975     1.32132     1.23426  0.00807187
         976     1.31139     1.23434  0.00806398
         977     1.30075      1.2344  0.00805601
         978     1.28943     1.23446  0.00804797
         979     1.27743      1.2345  0.00803987
         980     1.26478     1.23454  0.00803173
         981     1.25147     1.23455  0.00802356
         982     1.23754     1.23456  0.00801539
         983     1.22299     1.23454  0.00800724
         984     1.20786     1.23452  0.00799915
         985     1.19216     1.23447  0.00799115
         986     1.17595     1.23441  0.00798326
         987     1.15923     1.23434  0.00797554
         988     1.14207     1.23425  0.00796801
         989      1.1245     1.23413  0.00796073
         990     1.10658     1.23401  0.00795373
         991     1.08836     1.23386  0.00794706
         992      1.0699     1.23369  0.00794077
         993     1.05127     1.23351   0.0079349
         994     1.03253     1.23331  0.00792949
         995     1.01377     1.23309  0.00792459
         996     0.99506     1.23285  0.00792024
         997    0.976489     1.23259  0.00791646
         998    0.958144     1.23232  0.00791331
         999    0.940117     1.23202  0.00791079
        1000    0.922499     1.23171  0.00790893
        1001    0.905379     1.23139  0.00790775
        1002    0.888848     1.23105  0.00790724
        1003    0.872992     1.23069  0.00790741
        1004    0.857892     1.23032  0.00790825
        1005    0.843627     1.22993  0.00790973
        1006    0.830263     1.22954  0.00791184
        1007    0.817861     1.22913  0.00791454
        1008    0.806471     1.22871  0.00791779
        1009    0.796131     1.22828  0.00792154
        1010     0.78687     1.22784  0.00792574
        1011    0.778701      1.2274  0.00793034
        1012    0.771629     1.22695  0.00793529
        1013    0.765642     1.22649  0.00794051
        1014    0.760718     1.22603  0.00794595
        1015    0.756825     1.22557  0.00795156
        1016    0.753921     1.22511  0.00795727
        1017    0.751955     1.22464  0.00796304
        1018    0.750869     1.22417   0.0079688
        1019    0.750601     1.22371  0.00797452
        1020    0.751083     1.22325  0.00798016
        1021    0.752243     1.22279  0.00798566
        1022    0.754009     1.22233  0.00799101
        1023     0.75631     1.22187  0.00799617
        1024     0.75908     1.22142  0.00800113
        1025    0.762251     1.22097  0.00800585
        1026    0.765759     1.22053  0.00801033
        1027    0.769548     1.22009  0.00801456
        1028    0.773568     1.21965  0.00801853
        1029    0.777775     1.21922  0.00802222
        1030    0.782129      1.2188  0.00802565
        1031    0.786597     1.21838  0.00802881
        1032    0.791152     1.21797  0.00803169
        1033    0.795777     1.21756  0.00803431
        1034     0.80046     1.21716  0.00803666
        1035    0.805194     1.21676  0.00803875
        1036    0.809982     1.21636  0.00804057
        1037    0.814828     1.21598  0.00804213
        1038    0.819738      1.2156  0.00804344
        1039    0.824723     1.21522  0.00804449
        1040    0.829799     1.21485  0.00804529
        1041    0.834985     1.21448  0.00804583
        1042    0.840299     1.21412  0.00804612
        1043    0.845764     1.21377  0.00804615
        1044    0.851399     1.21342  0.00804593
        1045    0.857225     1.21308  0.00804545
        1046    0.863264     1.21275   0.0080447
        1047    0.869534     1.21242   0.0080437
        1048    0.876046      1.2121  0.00804242
        1049    0.882816     1.21179  0.00804088
        1050    0.889848     1.21148  0.00803906
        1051    0.897144     1.21118  0.00803698
        1052    0.904702     1.21089  0.00803462
        1053    0.912517     1.21061  0.00803198
        1054    0.920579     1.21033  0.00802907
        1055    0.928875     1.21006  0.00802589
        1056    0.937378     1.20981  0.00802244
        1057    0.946062     1.20956  0.00801873
        1058    0.954893     1.20932  0.00801477
        1059    0.963837     1.20908  0.00801055
        1060    0.972852     1.20886  0.00800609
        1061    0.981895     1.20865   0.0080014
        1062    0.990916     1.20844   0.0079965
        1063    0.999866     1.20825  0.00799138
        1064     1.00869     1.20806  0.00798607
        1065     1.01734     1.20788  0.00798058
        1066     1.02576     1.20771  0.00797492
        1067     1.03389     1.20755  0.00796911
        1068     1.04169     1.20739  0.00796316
        1069      1.0491     1.20724  0.00795709
        1070     1.05607      1.2071  0.00795091
        1071     1.06257     1.20697  0.00794463
        1072     1.06853     1.20684  0.00793827
        1073     1.07393     1.20671  0.00793183
        1074     1.07873     1.20659  0.00792534
        1075     1.08291     1.20648  0.00791881
        1076     1.08645     1.20637  0.00791223
        1077     1.08932     1.20626  0.00790563
        1078     1.09154     1.20615  0.00789902
        1079     1.09309     1.20605  0.00789239
        1080     1.09399     1.20594  0.00788576
        1081     1.09426     1.20584  0.00787915
        1082     1.09392     1.20574  0.00787254
        1083     1.09301     1.20563  0.00786596
        1084     1.09158     1.20553  0.00785941
        1085     1.08967     1.20542  0.00785289
        1086     1.08734     1.20531  0.00784641
        1087     1.08468      1.2052  0.00783998
        1088     1.08175     1.20509  0.00783359
        1089     1.07863     1.20497  0.00782726
        1090     1.07542     1.20485  0.00782098
        1091     1.07222     1.20473  0.00781476
        1092     1.06911     1.20461  0.00780859
        1093      1.0662     1.20448  0.00780247
        1094      1.0636     1.20435   0.0077964
        1095      1.0614     1.20422  0.00779038
        1096     1.05972     1.20409  0.00778438
        1097     1.05865     1.20396  0.00777842
        1098     1.05828     1.20382  0.00777246
        1099      1.0587     1.20369  0.00776651
        1100     1.05999     1.20356  0.00776055
        1101     1.06223     1.20343  0.00775456
        1102     1.06547     1.20331  0.00774854
        1103     1.06976     1.20319  0.00774246
        1104     1.07514     1.20307  0.00773631
        1105     1.08162     1.20296  0.00773009
        1106     1.08923     1.20286  0.00772379
        1107     1.09795     1.20276  0.00771739
        1108     1.10778     1.20268   0.0077109
        1109     1.11867      1.2026  0.00770432
        1110     1.13057     1.20254  0.00769765
        1111     1.14345     1.20248  0.00769091
        1112     1.15722     1.20244   0.0076841
        1113     1.17182     1.20242  0.00767725
        1114     1.18715      1.2024  0.00767037
        1115     1.20313      1.2024  0.00766349
        1116     1.21965     1.20242  0.00765664
        1117     1.23662     1.20245  0.00764984
        1118     1.25394     1.20249  0.00764314
        1119      1.2715     1.20256  0.00763656
        1120     1.28921     1.20263  0.00763013
        1121     1.30696     1.20273  0.00762389
        1122     1.32467     1.20283  0.00761787
        1123     1.34224     1.20296   0.0076121
        1124     1.35958      1.2031   0.0076066
        1125     1.37663     1.20325   0.0076014
        1126     1.39331     1.20342  0.00759653
        1127     1.40955      1.2036  0.00759199
        1128     1.42529      1.2038   0.0075878
        1129     1.44049     1.20401  0.00758398
        1130      1.4551     1.20423  0.00758052
        1131     1.46909     1.20447  0.00757743
        1132     1.48242     1.20471  0.00757472
        1133     1.49508     1.20497  0.00757237
        1134     1.50705     1.20524  0.00757037
        1135      1.5183     1.20551  0.00756872
        1136     1.52884      1.2058  0.00756741
        1137     1.53866     1.20609  0.00756642
        1138     1.54776     1.20639  0.00756572
        1139     1.55615      1.2067  0.00756531
        1140     1.56383     1.20701  0.00756516
        1141     1.57083     1.20733  0.00756524
        1142     1.57716     1.20765  0.00756555
        1143     1.58284     1.20798  0.00756605
        1144     1.58789     1.20831  0.00756672
        1145     1.59232     1.20865  0.00756754
        1146     1.59617     1.20899  0.00756849
        1147     1.59944     1.20933  0.00756954
        1148     1.60217     1.20967  0.00757068
        1149     1.60439     1.21001  0.00757188
        1150     1.60611     1.21036  0.00757312
        1151     1.60736      1.2107  0.00757439
        1152     1.60818     1.21105  0.00757567
        1153     1.60858     1.21139  0.00757694
        1154      1.6086     1.21174  0.00757819
        1155     1.60827     1.21208   0.0075794
        1156     1.60761     1.21242  0.00758057
        1157     1.60664     1.21276  0.00758167
        1158     1.60538      1.2131   0.0075827
        1159     1.60388     1.21344  0.00758365
        1160     1.60213     1.21377  0.00758451
        1161     1.60018     1.21411  0.00758528
        1162     1.59804     1.21444  0.00758594
        1163     1.59573     1.21476   0.0075865
        1164     1.59327     1.21509  0.00758695
        1165     1.59069     1.21541  0.00758728
        1166       1.588     1.21573   0.0075875
        1167     1.58522     1.21605   0.0075876
        1168     1.58236     1.21636  0.00758759
        1169     1.57945     1.21667  0.00758745
        1170     1.57651     1.21698  0.00758719
        1171     1.57353     1.21728  0.00758682
        1172     1.57054     1.21759  0.00758633
        1173     1.56755     1.21788  0.00758573
        1174     1.56457     1.21818  0.00758502
        1175     1.56162     1.21847  0.00758419
        1176     1.55869     1.21876  0.00758326
        1177      1.5558     1.21905  0.00758222
        1178     1.55296     1.21933  0.00758108
        1179     1.55017     1.21961  0.00757984
        1180     1.54744     1.21989  0.00757851
        1181     1.54477     1.22016  0.00757708
        1182     1.54218     1.22044  0.00757557
        1183     1.53966     1.22071  0.00757397
        1184     1.53722     1.22097  0.00757229
        1185     1.53484     1.22124  0.00757053
        1186     1.53255      1.2215  0.00756869
        1187     1.53032     1.22176  0.00756679
        1188     1.52817     1.22202  0.00756481
        1189     1.52609     1.22227  0.00756277
        1190     1.52409     1.22253  0.00756067
        1191     1.52214     1.22278   0.0075585
        1192     1.52026     1.22303  0.00755628
        1193     1.51843     1.22328    0.007554
        1194     1.51665     1.22352  0.00755167
        1195     1.51491     1.22377  0.00754929
        1196      1.5132     1.22401  0.00754685
        1197     1.51153     1.22425  0.00754437
        1198     1.50987     1.22449  0.00754184
        1199     1.50822     1.22472  0.00753926
        1200     1.50659     1.22496  0.00753664
        1201     1.50494     1.22519  0.00753396
        1202     1.50329     1.22542  0.00753125
        1203     1.50161     1.22565  0.00752849
        1204     1.49991     1.22588  0.00752568
        1205     1.49816     1.22611  0.00752283
        1206     1.49637     1.22633  0.00751992
        1207     1.49454     1.22655  0.00751698
        1208     1.49264     1.22677  0.00751398
        1209     1.49068     1.22699  0.00751094
        1210     1.48863     1.22721  0.00750784
        1211      1.4865     1.22742  0.00750469
        1212     1.48427     1.22763  0.00750149
        1213     1.48195     1.22784  0.00749824
        1214     1.47952     1.22805  0.00749493
        1215     1.47697     1.22826  0.00749156
        1216     1.47431     1.22846  0.00748813
        1217     1.47152     1.22866  0.00748464
        1218     1.46861     1.22885  0.00748109
        1219     1.46556     1.22905  0.00747747
        1220     1.46237     1.22924  0.00747378
        1221     1.45905     1.22943  0.00747003
        1222     1.45559     1.22961  0.00746621
        1223     1.45198     1.22979  0.00746232
        1224     1.44822     1.22997  0.00745836
        1225     1.44431     1.23015  0.00745432
        1226     1.44025     1.23032  0.00745021
        1227     1.43603     1.23049  0.00744603
        1228     1.43167     1.23065  0.00744176
        1229     1.42715     1.23081  0.00743743
        1230     1.42248     1.23097  0.00743301
        1231     1.41765     1.23112  0.00742852
        1232     1.41267     1.23127  0.00742395
        1233     1.40753     1.23141  0.00741931
        1234     1.40225     1.23155  0.00741459
        1235     1.39681     1.23168  0.00740979
        1236     1.39123     1.23181  0.00740492
        1237      1.3855     1.23193  0.00739998
        1238     1.37963     1.23205  0.00739496
        1239     1.37361     1.23217  0.00738987
        1240     1.36745     1.23228  0.00738472
        1241     1.36116     1.23238   0.0073795
        1242     1.35473     1.23248  0.00737422
        1243     1.34816     1.23257  0.00736887
        1244     1.34145     1.23266  0.00736347
        1245     1.33461     1.23274  0.00735801
        1246     1.32763     1.23282   0.0073525
        1247     1.32054     1.23289  0.00734694
        1248     1.31333     1.23295  0.00734133
        1249     1.30601     1.23301  0.00733569
        1250     1.29857     1.23306  0.00733001
        1251     1.29104     1.23311  0.00732429
        1252     1.28342     1.23315  0.00731855
        1253     1.27573     1.23318  0.00731279
        1254     1.26797     1.23321  0.00730701
        1255     1.26016     1.23323  0.00730122
        1256     1.25231     1.23325  0.00729542
        1257     1.24443     1.23326  0.00728963
        1258     1.23655     1.23326  0.00728383
        1259     1.22869     1.23326  0.00727805
        1260     1.22087     1.23325  0.00727228
        1261     1.21311     1.23323  0.00726653
        1262     1.20543     1.23321   0.0072608
        1263     1.19785     1.23318  0.00725511
        1264     1.19041     1.23315  0.00724945
        1265     1.18313     1.23311  0.00724382
        1266     1.17604     1.23306  0.00723824
        1267     1.16916     1.23301  0.00723271
        1268     1.16253     1.23296  0.00722722
        1269     1.15616      1.2329  0.00722177
        1270     1.15009     1.23283  0.00721638
        1271     1.14433     1.23276  0.00721104
        1272     1.13892     1.23269  0.00720575
        1273     1.13387     1.23261  0.00720051
        1274     1.12921     1.23253  0.00719531
        1275     1.12495     1.23244  0.00719016
        1276     1.12111     1.23236  0.00718506
        1277     1.11769     1.23227  0.00717999
        1278      1.1147     1.23217  0.00717496
        1279     1.11215     1.23208  0.00716997
        1280     1.11003     1.23199    0.007165
        1281     1.10833     1.23189  0.00716006
        1282     1.10704     1.23179  0.00715513
        1283     1.10615     1.23169  0.00715023
        1284     1.10565      1.2316  0.00714533
        1285      1.1055      1.2315  0.00714044
        1286     1.10569      1.2314  0.00713556
        1287      1.1062      1.2313  0.00713068
        1288     1.10699     1.23121   0.0071258
        1289     1.10803     1.23111  0.00712091
        1290     1.10927     1.23102  0.00711602
        1291     1.11068     1.23092  0.00711112
        1292     1.11223     1.23083   0.0071062
        1293     1.11388     1.23074  0.00710128
        1294     1.11559     1.23065  0.00709635
        1295     1.11732     1.23056  0.00709141
        1296     1.11904     1.23048  0.00708646
        1297     1.12073     1.23039  0.00708151
        1298     1.12234     1.23031  0.00707654
        1299     1.12385     1.23023  0.00707157
        1300     1.12524     1.23015  0.00706659
        1301      1.1265     1.23007  0.00706161
        1302     1.12759     1.22999  0.00705662
        1303     1.12851     1.22991  0.00705163
        1304     1.12924     1.22983  0.00704665
        1305     1.12979     1.22976  0.00704167
        1306     1.13015     1.22968  0.00703669
        1307     1.13034      1.2296  0.00703171
        1308     1.13035     1.22953  0.00702675
        1309     1.13021     1.22945  0.00702179
        1310     1.12993     1.22938  0.00701684
        1311     1.12953      1.2293   0.0070119
        1312     1.12905     1.22922  0.00700697
        1313      1.1285     1.22915  0.00700206
        1314     1.12793     1.22907  0.00699715
        1315     1.12737     1.22899  0.00699226
        1316     1.12687     1.22892  0.00698737
        1317     1.12646     1.22884   0.0069825
        1318     1.12619     1.22876  0.00697764
        1319     1.12609     1.22868  0.00697278
        1320     1.12621      1.2286  0.00696793
        1321     1.12659     1.22853  0.00696309
        1322     1.12726     1.22845  0.00695824
        1323     1.12827     1.22838  0.00695339
        1324     1.12964      1.2283  0.00694854
        1325     1.13142     1.22823  0.00694368
        1326     1.13362     1.22816  0.00693881
        1327     1.13628     1.22809  0.00693393
        1328     1.13941     1.22802  0.00692903
        1329     1.14303     1.22796  0.00692411
        1330     1.14715      1.2279  0.00691917
        1331     1.15177     1.22784  0.00691421
        1332      1.1569     1.22779  0.00690922
        1333     1.16252     1.22774  0.00690421
        1334     1.16864     1.22769  0.00689918
        1335     1.17523     1.22765  0.00689412
        1336     1.18229     1.22762  0.00688905
        1337     1.18978     1.22759  0.00688395
        1338     1.19768     1.22757  0.00687884
        1339     1.20597     1.22755  0.00687372
        1340     1.21462     1.22754   0.0068686
        1341     1.22359     1.22754  0.00686348
        1342     1.23285     1.22754  0.00685837
        1343     1.24236     1.22755  0.00685327
        1344     1.25209     1.22757  0.00684819
        1345       1.262      1.2276  0.00684315
        1346     1.27206     1.22763  0.00683815
        1347     1.28224     1.22767  0.00683319
        1348     1.29249     1.22772  0.00682829
        1349     1.30278     1.22778  0.00682345
        1350     1.31308     1.22784  0.00681869
        1351     1.32336     1.22791  0.00681401
        1352     1.33358     1.22799  0.00680942
        1353     1.34373     1.22807  0.00680493
        1354     1.35376     1.22817  0.00680053
        1355     1.36367     1.22827  0.00679625
        1356     1.37341     1.22837  0.00679208
        1357     1.38299     1.22849  0.00678803
        1358     1.39236     1.22861   0.0067841
        1359     1.40152     1.22873  0.00678031
        1360     1.41044     1.22887  0.00677664
        1361     1.41912     1.22901   0.0067731
        1362     1.42754     1.22915  0.00676969
        1363     1.43569     1.22931  0.00676642
        1364     1.44356     1.22946  0.00676329
        1365     1.45114     1.22962  0.00676028
        1366     1.45843     1.22979  0.00675741
        1367     1.46541     1.22996  0.00675466
        1368     1.47207     1.23014  0.00675204
        1369     1.47842     1.23032  0.00674954
        1370     1.48444     1.23051  0.00674717
        1371     1.49013      1.2307   0.0067449
        1372     1.49549     1.23089  0.00674275
        1373     1.50051     1.23109  0.00674069
        1374     1.50519     1.23129  0.00673874
        1375     1.50954     1.23149  0.00673688
        1376     1.51354     1.23169   0.0067351
        1377      1.5172      1.2319   0.0067334
        1378     1.52052     1.23211  0.00673177
        1379     1.52351     1.23232   0.0067302
        1380     1.52615     1.23254  0.00672869
        1381     1.52846     1.23275  0.00672723
        1382     1.53043     1.23296  0.00672581
        1383     1.53206     1.23318  0.00672442
        1384     1.53336      1.2334  0.00672306
        1385     1.53434     1.23362  0.00672172
        1386     1.53498     1.23383  0.00672038
        1387      1.5353     1.23405  0.00671905
        1388     1.53529     1.23427  0.00671772
        1389     1.53495     1.23448  0.00671637
        1390      1.5343      1.2347    0.006715
        1391     1.53335     1.23491   0.0067136
        1392     1.53209     1.23513  0.00671217
        1393     1.53053     1.23534   0.0067107
        1394     1.52867     1.23555  0.00670919
        1395     1.52652     1.23576  0.00670762
        1396     1.52408     1.23596  0.00670599
        1397     1.52137     1.23617   0.0067043
        1398     1.51839     1.23637  0.00670255
        1399     1.51515     1.23657  0.00670072
        1400     1.51166     1.23677  0.00669881
        1401     1.50792     1.23696  0.00669683
        1402     1.50393     1.23715  0.00669476
        1403     1.49972     1.23734   0.0066926
        1404     1.49528     1.23752  0.00669035
        1405     1.49062      1.2377  0.00668802
        1406     1.48577     1.23788  0.00668559
        1407     1.48071     1.23805  0.00668306
        1408     1.47548     1.23822  0.00668044
        1409     1.47007     1.23838  0.00667773
        1410      1.4645     1.23854  0.00667492
        1411     1.45878      1.2387  0.00667201
        1412     1.45291     1.23885  0.00666901
        1413     1.44691       1.239  0.00666592
        1414     1.44079     1.23914  0.00666273
        1415     1.43455     1.23928  0.00665945
        1416     1.42822     1.23941  0.00665608
        1417      1.4218     1.23954  0.00665263
        1418      1.4153     1.23967  0.00664909
        1419     1.40874     1.23979  0.00664548
        1420     1.40212      1.2399  0.00664178
        1421     1.39547     1.24001  0.00663801
        1422     1.38878     1.24011  0.00663416
        1423     1.38209     1.24021  0.00663025
        1424     1.37539     1.24031  0.00662628
        1425     1.36871      1.2404  0.00662224
        1426     1.36204     1.24048  0.00661814
        1427     1.35542     1.24056    0.006614
        1428     1.34886     1.24064   0.0066098
        1429     1.34236     1.24071  0.00660556
        1430     1.33594     1.24078  0.00660127
        1431     1.32962     1.24084  0.00659695
        1432     1.32341      1.2409   0.0065926
        1433     1.31732     1.24095  0.00658821
        1434     1.31138       1.241   0.0065838
        1435      1.3056     1.24105  0.00657937
        1436     1.29998     1.24109  0.00657491
        1437     1.29455     1.24112  0.00657044
        1438     1.28931     1.24116  0.00656596
        1439     1.28429     1.24119  0.00656147
        1440     1.27949     1.24121  0.00655696
        1441     1.27493     1.24124  0.00655245
        1442     1.27061     1.24126  0.00654794
        1443     1.26655     1.24128  0.00654343
        1444     1.26276     1.24129  0.00653891
        1445     1.25923      1.2413   0.0065344
        1446     1.25597     1.24131  0.00652989
        1447     1.25299     1.24132  0.00652538
        1448     1.25027     1.24133  0.00652088
        1449     1.24783     1.24133  0.00651638
        1450     1.24564     1.24133  0.00651189
        1451     1.24372     1.24134   0.0065074
        1452     1.24206     1.24134  0.00650292
        1453     1.24063     1.24134  0.00649844
        1454     1.23943     1.24133  0.00649397
        1455     1.23843     1.24133  0.00648951
        1456     1.23762     1.24133  0.00648505
        1457     1.23698     1.24133   0.0064806
        1458     1.23648     1.24132  0.00647616
        1459      1.2361     1.24132  0.00647172
        1460     1.23581     1.24132  0.00646729
        1461     1.23559     1.24131  0.00646286
        1462      1.2354     1.24131  0.00645844
        1463     1.23519      1.2413  0.00645403
        1464     1.23495      1.2413  0.00644962
        1465     1.23463      1.2413  0.00644522
        1466     1.23419     1.24129  0.00644083
        1467     1.23359     1.24129  0.00643644
        1468     1.23279     1.24128  0.00643206
        1469     1.23175     1.24127  0.00642768
        1470     1.23041     1.24127  0.00642331
        1471     1.22874     1.24126  0.00641895
        1472     1.22669     1.24125   0.0064146
        1473     1.22421     1.24124  0.00641026
        1474     1.22126     1.24122  0.00640592
        1475     1.21779     1.24121   0.0064016
        1476     1.21375     1.24119  0.00639729
        1477     1.20911     1.24117  0.00639299
        1478     1.20381     1.24114  0.00638872
        1479     1.19782     1.24111  0.00638447
        1480      1.1911     1.24108  0.00638024
        1481      1.1836     1.24104  0.00637605
        1482     1.17531     1.24099   0.0063719
        1483     1.16619     1.24094  0.00636781
        1484     1.15622     1.24089  0.00636377
        1485     1.14539     1.24082  0.00635981
        1486     1.13369     1.24075  0.00635594
        1487     1.12112     1.24067  0.00635217
        1488      1.1077     1.24058  0.00634853
        1489     1.09345     1.24048  0.00634504
        1490     1.07841     1.24037  0.00634171
        1491     1.06264     1.24025  0.00633858
        1492     1.04618     1.24012  0.00633567
        1493     1.02913     1.23998    0.006333
        1494     1.01156     1.23983   0.0063306
        1495      0.9936     1.23966  0.00632851
        1496    0.975355     1.23949  0.00632675
        1497    0.956958      1.2393  0.00632534
        1498    0.938544      1.2391   0.0063243
        1499    0.920263     1.23889  0.00632366
        1500    0.902265     1.23866  0.00632342
        1501    0.884705     1.23843   0.0063236
        1502    0.867736     1.23818  0.00632421
        1503    0.851503     1.23792  0.00632523
        1504    0.836143     1.23765  0.00632666
        1505    0.821778     1.23738  0.00632849
        1506    0.808514     1.23709  0.00633069
        1507    0.796436      1.2368  0.00633324
        1508    0.785612      1.2365   0.0063361
        1509    0.776085      1.2362  0.00633925
        1510    0.767876     1.23589  0.00634263
        1511    0.760982     1.23557  0.00634622
        1512    0.755382     1.23525  0.00634996
        1513    0.751035     1.23493  0.00635382
        1514    0.747881     1.23461  0.00635777
        1515    0.745844     1.23429  0.00636175
        1516    0.744842     1.23397  0.00636574
        1517    0.744785     1.23364  0.00636971
        1518    0.745579     1.23332  0.00637362
        1519     0.74713       1.233  0.00637746
        1520    0.749344     1.23269  0.00638119
        1521    0.752133     1.23237  0.00638481
        1522    0.755414     1.23206  0.00638831
        1523    0.759113     1.23175  0.00639165
        1524     0.76316     1.23144  0.00639485
        1525    0.767494     1.23113  0.00639789
        1526    0.772063     1.23083  0.00640077
        1527    0.776821     1.23054  0.00640348
        1528    0.781732     1.23024  0.00640602
        1529    0.786765     1.22995  0.00640839
        1530    0.791887     1.22967   0.0064106
        1531    0.797077     1.22938  0.00641263
        1532    0.802313      1.2291   0.0064145
        1533    0.807577     1.22883  0.00641621
        1534    0.812855     1.22856  0.00641775
        1535    0.818131     1.22829  0.00641914
        1536    0.823392     1.22803  0.00642037
        1537    0.828623     1.22777  0.00642145
        1538     0.83381     1.22751  0.00642238
        1539    0.838934     1.22726  0.00642317
        1540    0.843978     1.22701  0.00642382
        1541    0.848924     1.22676  0.00642434
        1542    0.853756     1.22652  0.00642472
        1543    0.858457     1.22628  0.00642498
        1544    0.863008     1.22605  0.00642513
        1545    0.867388     1.22582  0.00642516
        1546    0.871576     1.22559  0.00642509
        1547    0.875551     1.22536  0.00642492
        1548    0.879292     1.22514  0.00642466
        1549    0.882779     1.22492  0.00642431
        1550    0.885993      1.2247  0.00642389
        1551    0.888922     1.22448  0.00642339
        1552    0.891551     1.22427  0.00642284
        1553     0.89386     1.22405  0.00642222
        1554    0.895841     1.22384  0.00642156
        1555    0.897487     1.22363  0.00642086
        1556    0.898793     1.22342  0.00642013
        1557    0.899756     1.22322  0.00641937
        1558    0.900381     1.22301  0.00641859
        1559    0.900674      1.2228   0.0064178
        1560     0.90065      1.2226  0.00641701
        1561    0.900324     1.22239  0.00641622
        1562    0.899722     1.22218  0.00641544
        1563    0.898873     1.22198  0.00641467
        1564    0.897808     1.22177  0.00641391
        1565    0.896566     1.22156  0.00641318
        1566    0.895184     1.22135  0.00641247
        1567     0.89371     1.22114  0.00641179
        1568    0.892194     1.22093  0.00641113
        1569    0.890689     1.22072   0.0064105
        1570    0.889254     1.22051  0.00640989
        1571    0.887946      1.2203   0.0064093
        1572    0.886827     1.22009  0.00640874
        1573    0.885956     1.21988  0.00640818
        1574    0.885393     1.21966  0.00640763
        1575    0.885197     1.21945  0.00640708
        1576    0.885424     1.21924  0.00640652
        1577    0.886127     1.21903  0.00640594
        1578    0.887357     1.21882  0.00640533
        1579    0.889158     1.21861  0.00640467
        1580    0.891569      1.2184  0.00640396
        1581    0.894625      1.2182  0.00640319
        1582    0.898354     1.21799  0.00640233
        1583    0.902775      1.2178  0.00640138
        1584      0.9079      1.2176  0.00640033
        1585    0.913729     1.21741  0.00639916
        1586    0.920258     1.21722  0.00639787
        1587    0.927475     1.21704  0.00639644
        1588    0.935362     1.21686  0.00639487
        1589    0.943894     1.21669  0.00639315
        1590    0.953041     1.21652  0.00639128
        1591    0.962764     1.21636  0.00638926
        1592    0.973024     1.21621  0.00638707
        1593    0.983776     1.21606  0.00638473
        1594     0.99497     1.21593  0.00638223
        1595     1.00655      1.2158  0.00637958
        1596     1.01847     1.21567  0.00637678
        1597     1.03067     1.21556  0.00637384
        1598     1.04309     1.21545  0.00637076
        1599     1.05568     1.21535  0.00636756
        1600     1.06838     1.21526  0.00636424
        1601     1.08115     1.21517  0.00636082
        1602     1.09393      1.2151   0.0063573
        1603     1.10667     1.21503  0.00635369
        1604     1.11933     1.21497  0.00635001
        1605     1.13188     1.21492  0.00634627
        1606     1.14426     1.21487  0.00634247
        1607     1.15645     1.21484  0.00633863
        1608     1.16841     1.21481  0.00633475
        1609     1.18011     1.21479  0.00633085
        1610     1.19154     1.21477  0.00632693
        1611     1.20267     1.21476  0.00632301
        1612     1.21348     1.21476  0.00631909
        1613     1.22395     1.21477  0.00631517
        1614     1.23409     1.21478  0.00631127
        1615     1.24388      1.2148  0.00630739
        1616     1.25331     1.21482  0.00630353
        1617     1.26238     1.21485   0.0062997
        1618      1.2711     1.21489   0.0062959
        1619     1.27945     1.21493  0.00629214
        1620     1.28746     1.21497  0.00628842
        1621     1.29511     1.21502  0.00628473
        1622     1.30243     1.21508  0.00628109
        1623     1.30941     1.21513  0.00627749
        1624     1.31606      1.2152  0.00627393
        1625     1.32239     1.21526  0.00627042
        1626     1.32842     1.21533  0.00626695
        1627     1.33415      1.2154  0.00626352
        1628      1.3396     1.21548  0.00626014
        1629     1.34478     1.21556   0.0062568
        1630     1.34971     1.21564   0.0062535
        1631      1.3544     1.21573  0.00625024
        1632     1.35888     1.21582  0.00624703
        1633     1.36315     1.21591  0.00624386
        1634     1.36724       1.216  0.00624072
        1635     1.37115     1.21609  0.00623763
        1636      1.3749     1.21619  0.00623457
        1637     1.37851     1.21629  0.00623155
        1638     1.38201     1.21639  0.00622856
        1639      1.3854     1.21649  0.00622562
        1640     1.38871      1.2166  0.00622271
        1641     1.39195     1.21671  0.00621983
        1642     1.39513     1.21681  0.00621699
        1643     1.39827     1.21692  0.00621419
        1644     1.40138     1.21704  0.00621142
        1645     1.40449     1.21715  0.00620869
        1646      1.4076     1.21727    0.006206
        1647     1.41073     1.21738  0.00620334
        1648     1.41388      1.2175  0.00620072
        1649     1.41707     1.21762  0.00619815
        1650      1.4203     1.21775  0.00619561
        1651      1.4236     1.21787  0.00619311
        1652     1.42695       1.218  0.00619065
        1653     1.43038     1.21813  0.00618824
        1654     1.43387     1.21826  0.00618587
        1655     1.43743     1.21839  0.00618355
        1656     1.44107     1.21852  0.00618128
        1657     1.44479     1.21866  0.00617906
        1658     1.44857      1.2188  0.00617689
        1659     1.45241     1.21894  0.00617477
        1660     1.45632     1.21908   0.0061727
