#DISTANCE:      BLOCK_NUMBER:        ACTUAL_POFV:         AVE_POFV:        ERROR:
     7.06667          11           0           0           0
         7.2          11           0           0           0
     7.33333          11           0           0           0
     7.46667          11           0           0           0
         7.6          11           0           0           0
     7.73333          11           0           0           0
     7.86667          11           0           0           0
           0          12   0.0065625  0.00408854  0.00079921
    0.133333          12   0.0191667    0.027934  0.00698179
    0.266667          12   0.0407639   0.0555845  0.00648693
         0.4          12    0.111354   0.0859433  0.00783998
    0.533333          12    0.160174    0.137124   0.0139826
    0.666667          12    0.327639    0.227564   0.0204442
         0.8          12    0.292465    0.294601   0.0194269
    0.933333          12    0.388507    0.395914   0.0209688
     1.06667          12    0.521458    0.392457    0.024453
         1.2          12    0.520451    0.417526   0.0157728
     1.33333          12    0.417361    0.480541   0.0259048
     1.46667          12    0.481597    0.442454   0.0160971
         1.6          12    0.398403    0.462378   0.0204433
     1.73333          12    0.399757    0.490399   0.0197463
     1.86667          12    0.548333    0.504661   0.0266071
           2          12    0.496111    0.437176   0.0230718
     2.13333          12    0.308854    0.396201   0.0207046
     2.26667          12    0.321007    0.405625   0.0230413
         2.4          12     0.31941    0.305179   0.0315738
     2.53333          12    0.262847    0.311858   0.0309845
     2.66667          12    0.283958     0.22945   0.0214493
         2.8          12    0.195347    0.202821   0.0130296
     2.93333          12    0.156042    0.183854   0.0187848
     3.06667          12    0.100174    0.132946   0.0147429
         3.2          12    0.116806    0.138704   0.0138776
     3.33333          12   0.0553819   0.0825984   0.0119535
     3.46667          12   0.0227778   0.0665741   0.0100895
         3.6          12      0.0825   0.0626591  0.00953885
     3.73333          12   0.0455556   0.0345804  0.00450649
     3.86667          12   0.0257292   0.0215162  0.00421439
           4          12   0.0724653   0.0146441  0.00551031
     4.13333          12  0.00104167  0.00865741  0.00363509
     4.26667          12           0  0.00583912  0.00323827
         4.4          12           0  0.00946759  0.00452796
     4.53333          12           0   0.0135677  0.00493922
     4.66667          12           0  0.00576968   0.0017437
         4.8          12           0  0.00549479  0.00175601
     4.93333          12           0  0.00309028  0.00182587
     5.06667          12           0  0.00153356  0.00135469
         5.2          12           0 0.000700231 0.000562934
     5.33333          12           0 0.000306713 0.000293655
     5.46667          12           0 1.73611e-05  1.6622e-05
         5.6          12           0           0           0
     5.73333          12           0           0           0
     5.86667          12           0           0           0
           6          12           0           0           0
     6.13333          12           0           0           0
     6.26667          12           0           0           0
         6.4          12           0           0           0
     6.53333          12           0           0           0
     6.66667          12           0           0           0
         6.8          12           0           0           0
     6.93333          12           0           0           0
     7.06667          12           0           0           0
         7.2          12           0           0           0
     7.33333          12           0           0           0
     7.46667          12           0           0           0
         7.6          12           0           0           0
     7.73333          12           0           0           0
     7.86667          12           0           0           0
           0          13           0  0.00377404 0.000797215
    0.133333          13   0.0102431   0.0265732  0.00657602
    0.266667          13   0.0346875    0.053977  0.00618389
         0.4          13   0.0671181   0.0844952  0.00736943
    0.533333          13    0.178576    0.140313   0.0132656
    0.666667          13    0.279653    0.231571   0.0192602
         0.8          13    0.299965    0.295013   0.0179369
    0.933333          13    0.493993    0.403459   0.0206686
     1.06667          13    0.488333    0.399832    0.023658
         1.2          13    0.500312    0.423894   0.0157928
     1.33333          13    0.435521    0.477078   0.0241425
     1.46667          13    0.601458    0.454685   0.0189441
         1.6          13    0.495451    0.464923   0.0190284
     1.73333          13    0.337118    0.478608   0.0214608
     1.86667          13    0.418125    0.498005   0.0253795
           2          13    0.327604    0.428747   0.0227847
     2.13333          13    0.316458    0.390067        0.02
     2.26667          13    0.488333    0.411987   0.0221298
         2.4          13    0.269028    0.302399   0.0292672
     2.53333          13    0.285868    0.309858   0.0286655
     2.66667          13    0.307326    0.235441   0.0206189
         2.8          13     0.31375    0.211354   0.0145556
     2.93333          13    0.151563     0.18137   0.0175033
     3.06667          13    0.101597    0.130534   0.0138046
         3.2          13    0.100417    0.135759   0.0131189
     3.33333          13   0.0269097   0.0783146   0.0117766
     3.46667          13   0.0170486   0.0627644   0.0100068
         3.6          13  0.00659722   0.0583467  0.00973121
     3.73333          13   0.0232292   0.0337073  0.00424359
     3.86667          13   0.0241319   0.0217174    0.003895
           4          13   0.0174306   0.0148584  0.00509061
     4.13333          13   0.0522222   0.0120085  0.00465032
     4.26667          13   0.0111111  0.00624466  0.00301446
         4.4          13  0.00541667  0.00915598  0.00419036
     4.53333          13  0.00190972   0.0126709  0.00463997
     4.66667          13 0.000659722   0.0053766  0.00165328
         4.8          13   0.0108333  0.00590545  0.00166826
     4.93333          13           0  0.00285256  0.00170082
     5.06667          13           0   0.0014156  0.00125561
         5.2          13           0 0.000646368 0.000522202
     5.33333          13           0  0.00028312 0.000272013
     5.46667          13           0 1.60256e-05 1.53969e-05
         5.6          13           0           0           0
     5.73333          13           0           0           0
     5.86667          13           0           0           0
           6          13           0           0           0
     6.13333          13           0           0           0
     6.26667          13           0           0           0
         6.4          13           0           0           0
     6.53333          13           0           0           0
     6.66667          13           0           0           0
         6.8          13           0           0           0
     6.93333          13           0           0           0
     7.06667          13           0           0           0
         7.2          13           0           0           0
     7.33333          13           0           0           0
     7.46667          13           0           0           0
         7.6          13           0           0           0
     7.73333          13           0           0           0
     7.86667          13           0           0           0
           0          14           0  0.00350446 0.000784526
    0.133333          14   0.0225694   0.0262872  0.00611252
    0.266667          14   0.0109722   0.0509053  0.00646022
         0.4          14   0.0826042   0.0843601  0.00684428
    0.533333          14    0.216007    0.145719   0.0133746
    0.666667          14    0.202535    0.229497   0.0179958
         0.8          14    0.285694    0.294348    0.016668
    0.933333          14    0.264028      0.3935    0.021458
     1.06667          14    0.396597    0.399601   0.0219693
         1.2          14    0.484514    0.428224   0.0152468
     1.33333          14     0.56934    0.483668   0.0233002
     1.46667          14    0.501181    0.458006   0.0178797
         1.6          14    0.483924     0.46628   0.0177176
     1.73333          14    0.525868    0.481984   0.0201916
     1.86667          14    0.494931    0.497785   0.0235676
           2          14    0.455521     0.43066   0.0212373
     2.13333          14     0.37934    0.389301   0.0185861
     2.26667          14     0.43375    0.413542   0.0206037
         2.4          14    0.477917    0.314936   0.0297409
     2.53333          14    0.294861    0.308787    0.026638
     2.66667          14    0.188125    0.232061   0.0194211
         2.8          14    0.109375     0.20407   0.0152299
     2.93333          14    0.164861    0.180191   0.0162927
     3.06667          14    0.162778    0.132837   0.0130093
         3.2          14   0.0705903    0.131104   0.0129814
     3.33333          14   0.0753125   0.0781002   0.0109373
     3.46667          14   0.0518403   0.0619841   0.0093224
         3.6          14   0.0224306   0.0557813  0.00936818
     3.73333          14       0.015    0.032371  0.00414552
     3.86667          14  0.00836806   0.0207639  0.00373168
           4          14 0.000590278   0.0138393  0.00482794
     4.13333          14   0.0414583   0.0141121  0.00477025
     4.26667          14    0.003125  0.00602183  0.00280736
         4.4          14 0.000451389  0.00853423  0.00393691
     4.53333          14 0.000590278    0.011808  0.00438805
     4.66667          14   0.0009375  0.00505952   0.0015653
         4.8          14  0.00201389  0.00562748  0.00157208
     4.93333          14           0  0.00264881  0.00159149
     5.06667          14           0  0.00131448  0.00116999
         5.2          14           0 0.000600198 0.000486938
     5.33333          14           0 0.000262897 0.000253334
     5.46667          14           0  1.4881e-05 1.43396e-05
         5.6          14           0           0           0
     5.73333          14           0           0           0
     5.86667          14           0           0           0
           6          14           0           0           0
     6.13333          14           0           0           0
     6.26667          14           0           0           0
         6.4          14           0           0           0
     6.53333          14           0           0           0
     6.66667          14           0           0           0
         6.8          14           0           0           0
     6.93333          14           0           0           0
     7.06667          14           0           0           0
         7.2          14           0           0           0
     7.33333          14           0           0           0
     7.46667          14           0           0           0
         7.6          14           0           0           0
     7.73333          14           0           0           0
     7.86667          14           0           0           0
           0          15           0  0.00327083 0.000766223
    0.133333          15           0   0.0245347  0.00595094
    0.266667          15   0.0174653   0.0486759  0.00640265
         0.4          15   0.0386806   0.0813148  0.00703293
    0.533333          15    0.121215    0.144086   0.0125823
    0.666667          15    0.159028    0.224799   0.0173985
         0.8          15    0.370347    0.299414   0.0163087
    0.933333          15    0.365833    0.391655   0.0201066
     1.06667          15    0.376944     0.39809   0.0205565
         1.2          15    0.386667    0.425454   0.0144799
     1.33333          15    0.541979    0.487556   0.0220687
     1.46667          15    0.521806    0.462259   0.0171862
         1.6          15    0.655278     0.47888   0.0205335
     1.73333          15    0.622951    0.491382   0.0209185
     1.86667          15    0.427222    0.493081    0.022461
           2          15    0.364861    0.426273   0.0202694
     2.13333          15    0.356632    0.387123   0.0174741
     2.26667          15    0.306979    0.406437   0.0204181
         2.4          15    0.348819    0.317194   0.0278439
     2.53333          15    0.290938    0.307597   0.0248887
     2.66667          15    0.465382    0.247616   0.0235454
         2.8          15    0.264271    0.208083   0.0147339
     2.93333          15    0.174201    0.179792   0.0152114
     3.06667          15    0.158229     0.13453   0.0122516
         3.2          15   0.0805903    0.127736   0.0125452
     3.33333          15   0.0365972   0.0753333   0.0105523
     3.46667          15   0.0322917   0.0600046  0.00890859
         3.6          15   0.0100347   0.0527315  0.00922671
     3.73333          15  0.00253472   0.0303819  0.00432007
     3.86667          15  0.00222222   0.0195278  0.00368194
           4          15           0   0.0129167  0.00459338
     4.13333          15           0   0.0131713  0.00454406
     4.26667          15           0  0.00562037  0.00264875
         4.4          15           0  0.00796528  0.00371533
     4.53333          15           0   0.0110208  0.00416553
     4.66667          15           0  0.00472222  0.00149685
         4.8          15           0  0.00525231  0.00151138
     4.93333          15           0  0.00247222  0.00149516
     5.06667          15           0  0.00122685  0.00109527
         5.2          15           0 0.000560185 0.000456117
     5.33333          15           0  0.00024537  0.00023705
     5.46667          15           0 1.38889e-05 1.34179e-05
         5.6          15           0           0           0
     5.73333          15           0           0           0
     5.86667          15           0           0           0
           6          15           0           0           0
     6.13333          15           0           0           0
     6.26667          15           0           0           0
         6.4          15           0           0           0
     6.53333          15           0           0           0
     6.66667          15           0           0           0
         6.8          15           0           0           0
     6.93333          15           0           0           0
     7.06667          15           0           0           0
         7.2          15           0           0           0
     7.33333          15           0           0           0
     7.46667          15           0           0           0
         7.6          15           0           0           0
     7.73333          15           0           0           0
     7.86667          15           0           0           0
           0          16  0.00402778  0.00331814 0.000719793
    0.133333          16   0.0137847   0.0238628   0.0056168
    0.266667          16   0.0398264   0.0481228  0.00602633
         0.4          16   0.0987847   0.0824067  0.00667759
    0.533333          16    0.110625    0.141994   0.0119685
    0.666667          16    0.193819    0.222862   0.0164185
         0.8          16    0.368299     0.30372   0.0158475
    0.933333          16     0.46059    0.395964    0.019306
     1.06667          16    0.345972    0.394833   0.0195281
         1.2          16    0.407986    0.424362    0.013616
     1.33333          16    0.404549    0.482368   0.0212905
     1.46667          16    0.471667    0.462847   0.0161221
         1.6          16    0.574687    0.484868   0.0201043
     1.73333          16    0.534618    0.494084   0.0197849
     1.86667          16    0.494306    0.493158   0.0210573
           2          16    0.535938    0.433127   0.0201281
     2.13333          16    0.304479    0.381957   0.0171284
     2.26667          16     0.25816     0.39717   0.0211408
         2.4          16    0.290069    0.315499   0.0261552
     2.53333          16    0.273368    0.305458   0.0234249
     2.66667          16    0.405174    0.257463    0.024045
         2.8          16    0.220972    0.208889   0.0138351
     2.93333          16       0.265    0.185117   0.0151643
     3.06667          16    0.127361    0.134082   0.0114941
         3.2          16   0.0895833    0.125352   0.0119856
     3.33333          16    0.117708   0.0779818   0.0102198
     3.46667          16   0.0596181   0.0599805  0.00835183
         3.6          16   0.0257639    0.051046  0.00880264
     3.73333          16  0.00326389   0.0286871  0.00436991
     3.86667          16           0   0.0183073   0.0036485
           4          16           0   0.0121094  0.00437666
     4.13333          16           0   0.0123481  0.00433398
     4.26667          16           0   0.0052691  0.00250639
         4.4          16           0  0.00746745  0.00351632
     4.53333          16           0    0.010332  0.00396172
     4.66667          16           0  0.00442708  0.00143209
         4.8          16           0  0.00492405  0.00145213
     4.93333          16           0  0.00231771  0.00140967
     5.06667          16           0  0.00115017  0.00102949
         5.2          16           0 0.000525174 0.000428951
     5.33333          16           0 0.000230035  0.00022273
     5.46667          16           0 1.30208e-05 1.26074e-05
         5.6          16           0           0           0
     5.73333          16           0           0           0
     5.86667          16           0           0           0
           6          16           0           0           0
     6.13333          16           0           0           0
     6.26667          16           0           0           0
         6.4          16           0           0           0
     6.53333          16           0           0           0
     6.66667          16           0           0           0
         6.8          16           0           0           0
     6.93333          16           0           0           0
     7.06667          16           0           0           0
         7.2          16           0           0           0
     7.33333          16           0           0           0
     7.46667          16           0           0           0
         7.6          16           0           0           0
     7.73333          16           0           0           0
     7.86667          16           0           0           0
           0          17 0.000173611  0.00313317 0.000700816
    0.133333          17   0.0252431    0.023944  0.00528699
    0.266667          17   0.0489931    0.048174  0.00567206
         0.4          17   0.0785417   0.0821793  0.00628866
    0.533333          17       0.155    0.142759   0.0112889
    0.666667          17    0.214132    0.222349   0.0154607
         0.8          17    0.385833     0.30855   0.0156341
    0.933333          17    0.365243    0.394156   0.0182547
     1.06667          17      0.4225     0.39646   0.0184471
         1.2          17    0.358715      0.4205   0.0133514
     1.33333          17    0.409514    0.478082   0.0204649
     1.46667          17    0.434479    0.461179   0.0152598
         1.6          17    0.426111    0.481411   0.0192165
     1.73333          17      0.5875    0.499579   0.0193691
     1.86667          17    0.567569    0.497535   0.0202685
           2          17    0.635382    0.445025   0.0221833
     2.13333          17    0.395521    0.382755   0.0161394
     2.26667          17    0.304236    0.391703   0.0205919
         2.4          17    0.364514    0.318382    0.024775
     2.53333          17    0.179792    0.298066    0.023184
     2.66667          17    0.281806    0.258895   0.0226732
         2.8          17    0.175521    0.206926   0.0131597
     2.93333          17    0.137188    0.182298    0.014532
     3.06667          17    0.116632    0.133056   0.0108637
         3.2          17    0.139583    0.126189   0.0113097
     3.33333          17        0.14   0.0816299   0.0102491
     3.46667          17      0.0675   0.0604228  0.00787225
         3.6          17   0.0434028   0.0505964  0.00829631
     3.73333          17   0.0217708   0.0282802  0.00413175
     3.86667          17  0.00899306   0.0177594  0.00347478
           4          17  0.00430556   0.0116503  0.00414322
     4.13333          17  0.00309028   0.0118035  0.00411312
     4.26667          17  0.00121528  0.00503064  0.00237027
         4.4          17           0  0.00702819   0.0033368
     4.53333          17           0  0.00972426  0.00377501
     4.66667          17           0  0.00416667  0.00137133
         4.8          17           0   0.0046344   0.0013953
     4.93333          17           0  0.00218137  0.00133333
     5.06667          17           0  0.00108252 0.000971154
         5.2          17           0 0.000494281  0.00040483
     5.33333          17           0 0.000216503 0.000210039
     5.46667          17           0 1.22549e-05  1.1889e-05
         5.6          17           0           0           0
     5.73333          17           0           0           0
     5.86667          17           0           0           0
           6          17           0           0           0
     6.13333          17           0           0           0
     6.26667          17           0           0           0
         6.4          17           0           0           0
     6.53333          17           0           0           0
     6.66667          17           0           0           0
         6.8          17           0           0           0
     6.93333          17           0           0           0
     7.06667          17           0           0           0
         7.2          17           0           0           0
     7.33333          17           0           0           0
     7.46667          17           0           0           0
         7.6          17           0           0           0
     7.73333          17           0           0           0
     7.86667          17           0           0           0
           0          18   0.0604861  0.00631944  0.00316645
    0.133333          18  0.00975694   0.0231559  0.00505168
    0.266667          18   0.0346181   0.0474209  0.00540671
         0.4          18    0.111458   0.0838059  0.00614606
    0.533333          18    0.128368     0.14196     0.01069
    0.666667          18    0.138542    0.217693   0.0152868
         0.8          18    0.228681    0.304113   0.0153823
    0.933333          18    0.318924    0.389977   0.0177126
     1.06667          18    0.418264    0.397672    0.017462
         1.2          18    0.422847    0.420631   0.0126103
     1.33333          18    0.420243    0.474869   0.0195786
     1.46667          18    0.514757    0.464155   0.0146995
         1.6          18    0.564062    0.486003   0.0186895
     1.73333          18    0.601493    0.505241   0.0191027
     1.86667          18    0.422014    0.493339   0.0195719
           2          18    0.559965     0.45141   0.0218506
     2.13333          18    0.462917    0.387209   0.0158453
     2.26667          18    0.516806    0.398654   0.0205874
         2.4          18    0.381146    0.321869   0.0236427
     2.53333          18    0.266597    0.296318   0.0219618
     2.66667          18    0.258021    0.258846   0.0214136
         2.8          18    0.180208    0.205442   0.0125121
     2.93333          18   0.0672569    0.175907   0.0150647
     3.06667          18   0.0716319    0.129643   0.0107828
         3.2          18   0.0421528     0.12152   0.0116051
     3.33333          18    0.124132   0.0839911  0.00994796
     3.46667          18   0.0860069   0.0618441  0.00756213
         3.6          18   0.0691319   0.0516262  0.00789906
     3.73333          18  0.00708333   0.0271026  0.00406657
     3.86667          18  0.00333333   0.0169579  0.00337289
           4          18  0.00291667   0.0111651  0.00394135
     4.13333          18  0.00618056   0.0114911  0.00389645
     4.26667          18           0  0.00475116  0.00225501
         4.4          18           0  0.00663773  0.00317418
     4.53333          18           0  0.00918403  0.00360374
     4.66667          18           0  0.00393519  0.00131453
         4.8          18           0  0.00437693  0.00134133
     4.93333          18           0  0.00206019  0.00126475
     5.06667          18           0  0.00102238 0.000919061
         5.2          18           0 0.000466821 0.000383269
     5.33333          18           0 0.000204475 0.000198714
     5.46667          18           0 1.15741e-05  1.1248e-05
         5.6          18           0           0           0
     5.73333          18           0           0           0
     5.86667          18           0           0           0
           6          18           0           0           0
     6.13333          18           0           0           0
     6.26667          18           0           0           0
         6.4          18           0           0           0
     6.53333          18           0           0           0
     6.66667          18           0           0           0
         6.8          18           0           0           0
     6.93333          18           0           0           0
     7.06667          18           0           0           0
         7.2          18           0           0           0
     7.33333          18           0           0           0
     7.46667          18           0           0           0
         7.6          18           0           0           0
     7.73333          18           0           0           0
     7.86667          18           0           0           0
           0          19  0.00798611  0.00640716  0.00300101
    0.133333          19   0.0227778    0.023136  0.00478584
    0.266667          19    0.115799   0.0510197  0.00620534
         0.4          19    0.117361    0.085572  0.00607102
    0.533333          19    0.110556    0.140307   0.0102543
    0.666667          19    0.251944    0.219496   0.0145881
         0.8          19    0.346424     0.30634    0.014733
    0.933333          19    0.449965    0.393134   0.0170594
     1.06667          19    0.282326    0.391601   0.0175666
         1.2          19    0.286319    0.413562   0.0137863
     1.33333          19    0.401042    0.470983   0.0189298
     1.46667          19    0.383958    0.459934   0.0145192
         1.6          19    0.488889    0.486155   0.0177064
     1.73333          19    0.610694    0.510791   0.0188864
     1.86667          19    0.451944     0.49116   0.0186627
           2          19    0.582951    0.458333   0.0217698
     2.13333          19    0.716597    0.404545   0.0225847
     2.26667          19    0.390833    0.398242    0.019508
         2.4          19    0.235174    0.317306   0.0228345
     2.53333          19    0.214479     0.29201   0.0212241
     2.66667          19    0.233681    0.257522   0.0203275
         2.8          19    0.176285    0.203907   0.0119473
     2.93333          19    0.154306     0.17477   0.0143147
     3.06667          19   0.0926389    0.127696   0.0103897
         3.2          19       0.065    0.118545   0.0113692
     3.33333          19   0.0865278   0.0841246  0.00942528
     3.46667          19   0.0776042   0.0626736  0.00720947
         3.6          19   0.0563194   0.0518732  0.00748718
     3.73333          19   0.0310069   0.0273081  0.00385772
     3.86667          19 0.000798611   0.0161075  0.00330086
           4          19   0.0353819   0.0124397   0.0039346
     4.13333          19   0.0115278   0.0114931  0.00369138
     4.26667          19  0.00826389  0.00493604  0.00214389
         4.4          19  0.00208333  0.00639803  0.00301616
     4.53333          19 0.000555556   0.0087299  0.00344256
     4.66667          19           0  0.00372807  0.00126156
         4.8          19           0  0.00414656  0.00129036
     4.93333          19           0  0.00195175  0.00120282
     5.06667          19           0 0.000968567 0.000872264
         5.2          19           0 0.000442251 0.000363884
     5.33333          19           0 0.000193713 0.000188547
     5.46667          19           0 1.09649e-05 1.06725e-05
         5.6          19           0           0           0
     5.73333          19           0           0           0
     5.86667          19           0           0           0
           6          19           0           0           0
     6.13333          19           0           0           0
     6.26667          19           0           0           0
         6.4          19           0           0           0
     6.53333          19           0           0           0
     6.66667          19           0           0           0
         6.8          19           0           0           0
     6.93333          19           0           0           0
     7.06667          19           0           0           0
         7.2          19           0           0           0
     7.33333          19           0           0           0
     7.46667          19           0           0           0
         7.6          19           0           0           0
     7.73333          19           0           0           0
     7.86667          19           0           0           0
           0          20           0  0.00608681  0.00286801
    0.133333          20   0.0185069   0.0229045  0.00455214
    0.266667          20     0.06875   0.0519062  0.00595806
         0.4          20   0.0478819   0.0836875  0.00605289
    0.533333          20    0.170694    0.141826  0.00985353
    0.666667          20    0.198715    0.218457   0.0138957
         0.8          20    0.335243    0.307785   0.0140671
    0.933333          20    0.487708    0.397863   0.0168491
     1.06667          20     0.39059     0.39155   0.0166883
         1.2          20    0.410208    0.413394    0.013098
     1.33333          20     0.50566    0.472717   0.0180625
     1.46667          20    0.453125    0.459594   0.0137972
         1.6          20    0.488056     0.48625   0.0168214
     1.73333          20    0.456007    0.508052   0.0181396
     1.86667          20    0.482083    0.490707    0.017735
           2          20    0.395382    0.455186   0.0209076
     2.13333          20    0.494583    0.409047   0.0218995
     2.26667          20    0.370139    0.396837   0.0185831
         2.4          20    0.269167    0.314899   0.0218192
     2.53333          20    0.195104    0.287165   0.0207086
     2.66667          20    0.226667    0.255979   0.0193696
         2.8          20    0.175729    0.202498   0.0114327
     2.93333          20    0.157361    0.173899   0.0136254
     3.06667          20    0.186319    0.130627   0.0102754
         3.2          20    0.113785    0.118307   0.0108032
     3.33333          20    0.109479   0.0853924  0.00903887
     3.46667          20   0.0721181   0.0631458  0.00686445
         3.6          20    0.079375   0.0532483  0.00723799
     3.73333          20   0.0827083   0.0300781  0.00455196
     3.86667          20  0.00628472   0.0156163  0.00317215
           4          20   0.0202083   0.0128281    0.003757
     4.13333          20   0.0296181   0.0123993  0.00361634
     4.26667          20  0.00149306  0.00476389  0.00204359
         4.4          20 0.000694444  0.00611285   0.0028788
     4.53333          20 0.000555556  0.00832118   0.0032946
     4.66667          20           0  0.00354167  0.00121217
         4.8          20           0  0.00393924  0.00124239
     4.93333          20           0  0.00185417  0.00114663
     5.06667          20           0 0.000920139 0.000829994
         5.2          20           0 0.000420139 0.000346361
     5.33333          20           0 0.000184028 0.000179368
     5.46667          20           0 1.04167e-05 1.01529e-05
         5.6          20           0           0           0
     5.73333          20           0           0           0
     5.86667          20           0           0           0
           6          20           0           0           0
     6.13333          20           0           0           0
     6.26667          20           0           0           0
         6.4          20           0           0           0
     6.53333          20           0           0           0
     6.66667          20           0           0           0
         6.8          20           0           0           0
     6.93333          20           0           0           0
     7.06667          20           0           0           0
         7.2          20           0           0           0
     7.33333          20           0           0           0
     7.46667          20           0           0           0
         7.6          20           0           0           0
     7.73333          20           0           0           0
     7.86667          20           0           0           0
           0           1           0           0           0
    0.133333           1   0.0113542   0.0113542           0
    0.266667           1   0.0734722   0.0734722           0
         0.4           1   0.0515625   0.0515625           0
    0.533333           1     0.16809     0.16809           0
    0.666667           1    0.196215    0.196215           0
         0.8           1    0.337014    0.337014           0
    0.933333           1    0.485729    0.485729           0
     1.06667           1    0.394375    0.394375           0
         1.2           1    0.403194    0.403194           0
     1.33333           1    0.498993    0.498993           0
     1.46667           1    0.457292    0.457292           0
         1.6           1    0.480868    0.480868           0
     1.73333           1     0.46375     0.46375           0
     1.86667           1    0.499618    0.499618           0
           2           1    0.387431    0.387431           0
     2.13333           1    0.498889    0.498889           0
     2.26667           1     0.37184     0.37184           0
         2.4           1     0.26625     0.26625           0
     2.53333           1    0.208438    0.208438           0
     2.66667           1    0.209722    0.209722           0
         2.8           1    0.175486    0.175486           0
     2.93333           1    0.161076    0.161076           0
     3.06667           1    0.187153    0.187153           0
         3.2           1    0.113958    0.113958           0
     3.33333           1    0.108993    0.108993           0
     3.46667           1   0.0681597   0.0681597           0
         3.6           1   0.0796181   0.0796181           0
     3.73333           1   0.0827431   0.0827431           0
     3.86667           1     0.00625     0.00625           0
           4           1   0.0206597   0.0206597           0
     4.13333           1   0.0290278   0.0290278           0
     4.26667           1  0.00145833  0.00145833           0
         4.4           1 0.000902778 0.000902778           0
     4.53333           1 0.000416667 0.000416667           0
     4.66667           1           0           0           0
         4.8           1           0           0           0
     4.93333           1           0           0           0
     5.06667           1           0           0           0
         5.2           1           0           0           0
     5.33333           1           0           0           0
     5.46667           1           0           0           0
         5.6           1           0           0           0
     5.73333           1           0           0           0
     5.86667           1           0           0           0
           6           1           0           0           0
     6.13333           1           0           0           0
     6.26667           1           0           0           0
         6.4           1           0           0           0
     6.53333           1           0           0           0
     6.66667           1           0           0           0
         6.8           1           0           0           0
     6.93333           1           0           0           0
     7.06667           1           0           0           0
         7.2           1           0           0           0
     7.33333           1           0           0           0
     7.46667           1           0           0           0
         7.6           1           0           0           0
     7.73333           1           0           0           0
     7.86667           1           0           0           0
           0           2   0.0111806  0.00559028  0.00395292
    0.133333           2   0.0200694   0.0157118  0.00308132
    0.266667           2    0.140313    0.106892   0.0236316
         0.4           2   0.0958333   0.0736979   0.0156521
    0.533333           2    0.152188    0.160139  0.00562248
    0.666667           2    0.261979    0.229097    0.023251
         0.8           2    0.354826     0.34592  0.00629767
    0.933333           2    0.355208    0.420469   0.0461461
     1.06667           2    0.223507    0.308941    0.060411
         1.2           2    0.361632    0.382413   0.0146946
     1.33333           2    0.449792    0.474392   0.0173953
     1.46667           2    0.417917    0.437604   0.0139212
         1.6           2    0.524896    0.502882   0.0155662
     1.73333           2    0.549549    0.506649   0.0303344
     1.86667           2    0.565278    0.532448   0.0232142
           2           2     0.60625     0.49684   0.0773644
     2.13333           2    0.479167    0.489028  0.00697286
     2.26667           2    0.231771    0.301806    0.049522
         2.4           2    0.366701    0.316476   0.0355149
     2.53333           2    0.293785    0.251111   0.0301748
     2.66667           2    0.218507    0.214115  0.00310587
         2.8           2    0.206389    0.190938   0.0109258
     2.93333           2    0.189722    0.175399   0.0101278
     3.06667           2      0.0975    0.142326    0.031697
         3.2           2   0.0875694    0.100764  0.00932988
     3.33333           2   0.0519097   0.0804514    0.020182
     3.46667           2   0.0680208   0.0680903 4.91046e-05
         3.6           2      0.0225    0.051059   0.0201943
     3.73333           2     0.03625   0.0594965   0.0164378
     3.86667           2 0.000486111  0.00336806  0.00203784
           4           2   0.0353125   0.0279861  0.00518054
     4.13333           2   0.0131597   0.0210937   0.0056102
     4.26667           2   0.0078125  0.00463542  0.00224654
         4.4           2  0.00197917  0.00144097 0.000380561
     4.53333           2  0.00104167 0.000729167 0.000220971
     4.66667           2           0           0           0
         4.8           2           0           0           0
     4.93333           2           0           0           0
     5.06667           2           0           0           0
         5.2           2           0           0           0
     5.33333           2           0           0           0
     5.46667           2           0           0           0
         5.6           2           0           0           0
     5.73333           2           0           0           0
     5.86667           2           0           0           0
           6           2           0           0           0
     6.13333           2           0           0           0
     6.26667           2           0           0           0
         6.4           2           0           0           0
     6.53333           2           0           0           0
     6.66667           2           0           0           0
         6.8           2           0           0           0
     6.93333           2           0           0           0
     7.06667           2           0           0           0
         7.2           2           0           0           0
     7.33333           2           0           0           0
     7.46667           2           0           0           0
         7.6           2           0           0           0
     7.73333           2           0           0           0
     7.86667           2           0           0           0
           0           3  0.00236111  0.00451389  0.00277797
    0.133333           3   0.0342361   0.0218866  0.00544411
    0.266667           3   0.0607986   0.0915278   0.0201391
         0.4           3    0.152292   0.0998958   0.0237999
    0.533333           3    0.112986    0.144421   0.0133696
    0.666667           3    0.189722    0.215972   0.0188445
         0.8           3    0.271146    0.320995   0.0207795
    0.933333           3    0.335278    0.392072    0.038523
     1.06667           3    0.447118       0.355   0.0551025
         1.2           3    0.366597    0.377141   0.0107004
     1.33333           3      0.4375    0.462095   0.0153397
     1.46667           3     0.50059      0.4586   0.0194937
         1.6           3    0.598681    0.534815   0.0280624
     1.73333           3    0.600382    0.537894   0.0325541
     1.86667           3     0.42125    0.495382   0.0339917
           2           3    0.454618    0.482766   0.0528409
     2.13333           3    0.341285     0.43978   0.0404784
     2.26667           3    0.275104    0.292905   0.0338051
         2.4           3    0.557014    0.396655   0.0696161
     2.53333           3    0.305694    0.269306   0.0250073
     2.66667           3    0.246146    0.224792  0.00896032
