#DISTANCE:      BLOCK_NUMBER:        ACTUAL_POFV:         AVE_POFV:        ERROR:
     7.46667          14           0           0           0
         7.6          14           0           0           0
     7.73333          14           0           0           0
     7.86667          14           0           0           0
           0          15  0.00319444  0.00254167 0.000893981
    0.133333          15   0.0159722   0.0195995  0.00306103
    0.266667          15   0.0333333    0.060662  0.00682632
         0.4          15   0.0823264    0.091838  0.00880018
    0.533333          15    0.224028    0.169315   0.0170153
    0.666667          15    0.257708    0.197387   0.0140134
         0.8          15    0.212396    0.266326   0.0153961
    0.933333          15    0.404687    0.332042   0.0196118
     1.06667          15    0.402465    0.401988    0.021267
         1.2          15    0.539306    0.414185   0.0150846
     1.33333          15     0.47125    0.503644   0.0142954
     1.46667          15    0.406875     0.50503   0.0285508
         1.6          15    0.521319    0.514685   0.0145995
     1.73333          15    0.470208    0.546461   0.0166833
     1.86667          15        0.43    0.488333   0.0188113
           2          15    0.358403    0.469738   0.0221545
     2.13333          15    0.458299    0.433831   0.0191588
     2.26667          15       0.355    0.355731   0.0191715
         2.4          15    0.416701    0.379213   0.0165964
     2.53333          15    0.353819     0.30575    0.017904
     2.66667          15    0.274444    0.235752  0.00992232
         2.8          15     0.25309    0.204655   0.0107678
     2.93333          15    0.164167    0.144563   0.0124693
     3.06667          15    0.108437    0.110678   0.0100679
         3.2          15   0.0470486   0.0819861  0.00789718
     3.33333          15   0.0322917   0.0644375  0.00675381
     3.46667          15    0.101181   0.0741088  0.00875964
         3.6          15   0.0333681   0.0440532  0.00587435
     3.73333          15   0.0561806   0.0356435  0.00541266
     3.86667          15      0.0125   0.0158958  0.00360773
           4          15           0   0.0164931  0.00475928
     4.13333          15           0  0.00693287  0.00221801
     4.26667          15           0  0.00205324 0.000885687
         4.4          15           0 0.000729167  0.00045124
     4.53333          15           0 0.000530093 0.000417418
     4.66667          15           0 0.000930556 0.000899002
         4.8          15           0  0.00118981  0.00114947
     4.93333          15           0 0.000115741 0.000111816
     5.06667          15           0 0.000145833 0.000140888
         5.2          15           0 6.94444e-05 6.70897e-05
     5.33333          15           0 0.000631944 0.000610516
     5.46667          15           0 0.000104167 0.000100635
         5.6          15           0           0           0
     5.73333          15           0           0           0
     5.86667          15           0           0           0
           6          15           0           0           0
     6.13333          15           0           0           0
     6.26667          15           0           0           0
         6.4          15           0           0           0
     6.53333          15           0           0           0
     6.66667          15           0           0           0
         6.8          15           0           0           0
     6.93333          15           0           0           0
     7.06667          15           0           0           0
         7.2          15           0           0           0
     7.33333          15           0           0           0
     7.46667          15           0           0           0
         7.6          15           0           0           0
     7.73333          15           0           0           0
     7.86667          15           0           0           0
           0          16           0  0.00238281 0.000852104
    0.133333          16   0.0361111   0.0206315   0.0030387
    0.266667          16   0.0364236   0.0591471  0.00656562
         0.4          16    0.207292   0.0990538   0.0108111
    0.533333          16    0.308021    0.177984   0.0180255
    0.666667          16    0.218785    0.198724   0.0132012
         0.8          16    0.347049    0.271372    0.015238
    0.933333          16    0.434757    0.338461   0.0194083
     1.06667          16    0.374653     0.40028   0.0200063
         1.2          16     0.38934    0.412632   0.0142215
     1.33333          16    0.337465    0.493257   0.0167554
     1.46667          16    0.422396    0.499865   0.0272295
         1.6          16    0.404375    0.507791   0.0152281
     1.73333          16    0.517535    0.544653   0.0157382
     1.86667          16    0.565799    0.493175    0.018248
           2          16    0.391632    0.464857   0.0213009
     2.13333          16    0.379618    0.430443   0.0182585
     2.26667          16    0.255313    0.349455   0.0189728
         2.4          16    0.337882     0.37663   0.0157589
     2.53333          16    0.230347    0.301037   0.0173942
     2.66667          16    0.219201    0.234718  0.00935594
         2.8          16     0.21125    0.205067   0.0101027
     2.93333          16    0.254549    0.151437   0.0134519
     3.06667          16    0.206736    0.116682    0.011085
         3.2          16    0.135521    0.085332  0.00808139
     3.33333          16   0.0554514   0.0638759  0.00635501
     3.46667          16   0.0343403   0.0716233  0.00855753
         3.6          16   0.0310069   0.0432378   0.0055635
     3.73333          16   0.0423958   0.0360655  0.00509079
     3.86667          16   0.0616667   0.0187565  0.00437168
           4          16   0.0172569   0.0165408  0.00446206
     4.13333          16   0.0230556  0.00794054  0.00229691
     4.26667          16     0.00375  0.00215929 0.000836657
         4.4          16  0.00902778  0.00124783 0.000656627
     4.53333          16           0 0.000496962 0.000392642
     4.66667          16           0 0.000872396 0.000844694
         4.8          16           0  0.00111545  0.00108003
     4.93333          16           0 0.000108507 0.000105061
     5.06667          16           0 0.000136719 0.000132377
         5.2          16           0 6.51042e-05 6.30368e-05
     5.33333          16           0 0.000592448 0.000573635
     5.46667          16           0 9.76563e-05 9.45553e-05
         5.6          16           0           0           0
     5.73333          16           0           0           0
     5.86667          16           0           0           0
           6          16           0           0           0
     6.13333          16           0           0           0
     6.26667          16           0           0           0
         6.4          16           0           0           0
     6.53333          16           0           0           0
     6.66667          16           0           0           0
         6.8          16           0           0           0
     6.93333          16           0           0           0
     7.06667          16           0           0           0
         7.2          16           0           0           0
     7.33333          16           0           0           0
     7.46667          16           0           0           0
         7.6          16           0           0           0
     7.73333          16           0           0           0
     7.86667          16           0           0           0
           0          17           0  0.00224265 0.000813427
    0.133333          17  0.00569444   0.0197529  0.00298428
    0.266667          17    0.103542   0.0617586  0.00667859
         0.4          17    0.137674    0.101326   0.0104111
    0.533333          17    0.237188    0.181467   0.0172983
    0.666667          17    0.399236    0.210519    0.016891
         0.8          17    0.291042    0.272529   0.0143855
    0.933333          17    0.495694     0.34771   0.0203515
     1.06667          17    0.489861    0.405549   0.0195111
         1.2          17    0.309583    0.406571   0.0146199
     1.33333          17     0.30816    0.482369   0.0189806
     1.46667          17    0.513681    0.500678   0.0256398
         1.6          17    0.436354    0.503589   0.0149009
     1.73333          17    0.453299    0.539279   0.0157031
     1.86667          17    0.300833    0.481861   0.0203825
           2          17    0.371007    0.459336    0.020751
     2.13333          17    0.376597    0.427275   0.0174571
     2.26667          17    0.345694    0.349234    0.017858
         2.4          17    0.447778    0.380815   0.0153776
     2.53333          17    0.353611     0.30413   0.0166437
     2.66667          17    0.238576    0.234945  0.00880835
         2.8          17    0.229965    0.206532  0.00961401
     2.93333          17    0.169653    0.152508   0.0127033
     3.06667          17    0.116076    0.116646    0.010433
         3.2          17    0.140035   0.0885498  0.00822172
     3.33333          17   0.0607292   0.0636908  0.00598388
     3.46667          17   0.0364583   0.0695547  0.00830039
         3.6          17   0.0364236    0.042837  0.00525066
     3.73333          17   0.0190625   0.0350654   0.0048886
     3.86667          17  0.00190972   0.0177655  0.00422535
           4          17 0.000173611    0.015578   0.0043022
     4.13333          17 0.000243056  0.00748775  0.00220597
     4.26667          17  0.00295139  0.00220588 0.000788738
         4.4          17   0.0240625  0.00258987   0.0014412
     4.53333          17   0.0317361  0.00233456  0.00182063
     4.66667          17   0.0107639  0.00145425 0.000975024
         4.8          17  0.00409722  0.00129085  0.00103064
     4.93333          17 0.000555556 0.000134804 0.000102119
     5.06667          17           0 0.000128676 0.000124835
         5.2          17           0 6.12745e-05  5.9445e-05
     5.33333          17           0 0.000557598  0.00054095
     5.46667          17           0 9.19118e-05 8.91675e-05
         5.6          17           0           0           0
     5.73333          17           0           0           0
     5.86667          17           0           0           0
           6          17           0           0           0
     6.13333          17           0           0           0
     6.26667          17           0           0           0
         6.4          17           0           0           0
     6.53333          17           0           0           0
     6.66667          17           0           0           0
         6.8          17           0           0           0
     6.93333          17           0           0           0
     7.06667          17           0           0           0
         7.2          17           0           0           0
     7.33333          17           0           0           0
     7.46667          17           0           0           0
         7.6          17           0           0           0
     7.73333          17           0           0           0
     7.86667          17           0           0           0
           0          18  0.00548611  0.00242284 0.000787942
    0.133333          18   0.0179861   0.0196547   0.0028201
    0.266667          18    0.105521   0.0641898  0.00673556
         0.4          18    0.150035    0.104032   0.0101783
    0.533333          18    0.197465    0.182355   0.0163601
    0.666667          18    0.171875    0.208372   0.0160885
         0.8          18    0.309271     0.27457   0.0137304
    0.933333          18    0.300729      0.3451   0.0193875
     1.06667          18    0.421458    0.406433   0.0184472
         1.2          18    0.491771    0.411304   0.0145537
     1.33333          18    0.480278    0.482253   0.0179265
     1.46667          18    0.481736    0.499626    0.024237
         1.6          18    0.505035    0.503669   0.0140733
     1.73333          18     0.44066      0.5338   0.0157575
     1.86667          18    0.469375    0.481167    0.019262
           2          18    0.410799     0.45664   0.0197726
     2.13333          18    0.429826    0.427417   0.0164878
     2.26667          18    0.422257    0.353291   0.0173206
         2.4          18    0.328854    0.377928   0.0147917
     2.53333          18     0.24066    0.300604   0.0160882
     2.66667          18    0.197569    0.232868  0.00856023
         2.8          18    0.256146    0.209288  0.00946678
     2.93333          18    0.130313    0.151275   0.0120572
     3.06667          18      0.0875    0.115027  0.00997829
         3.2          18      0.2025   0.0948804  0.00990677
     3.33333          18   0.0708333   0.0640876  0.00566458
     3.46667          18   0.0461458   0.0682542  0.00794048
         3.6          18   0.0397917   0.0426678  0.00496168
     3.73333          18   0.0315278   0.0348688  0.00462096
     3.86667          18   0.0179861   0.0177778  0.00399063
           4          18  0.00899306   0.0152122  0.00407872
     4.13333          18  0.00996528  0.00762539  0.00208771
     4.26667          18   0.0102431  0.00265239  0.00086209
         4.4          18  0.00222222  0.00256944  0.00136128
     4.53333          18  0.00329861  0.00238812  0.00172027
     4.66667          18  0.00222222  0.00149691 0.000921789
         4.8          18  0.00166667  0.00131173 0.000973597
     4.93333          18           0 0.000127315 9.67203e-05
     5.06667          18           0 0.000121528 0.000118104
         5.2          18           0 5.78704e-05 5.62399e-05
     5.33333          18           0  0.00052662 0.000511783
     5.46667          18           0 8.68056e-05 8.43598e-05
         5.6          18           0           0           0
     5.73333          18           0           0           0
     5.86667          18           0           0           0
           6          18           0           0           0
     6.13333          18           0           0           0
     6.26667          18           0           0           0
         6.4          18           0           0           0
     6.53333          18           0           0           0
     6.66667          18           0           0           0
         6.8          18           0           0           0
     6.93333          18           0           0           0
     7.06667          18           0           0           0
         7.2          18           0           0           0
     7.33333          18           0           0           0
     7.46667          18           0           0           0
         7.6          18           0           0           0
     7.73333          18           0           0           0
     7.86667          18           0           0           0
           0          19  0.00302083  0.00245431   0.0007471
    0.133333          19   0.0322917   0.0203198  0.00274899
    0.266667          19   0.0498958   0.0634375  0.00642293
         0.4          19    0.101076    0.103876  0.00964379
    0.533333          19    0.177917    0.182122   0.0155007
    0.666667          19    0.200243    0.207944   0.0152474
         0.8          19    0.330833    0.277531   0.0133232
    0.933333          19    0.278264    0.341583   0.0186835
     1.06667          19    0.356597     0.40381   0.0176617
         1.2          19    0.473681    0.414587   0.0141532
     1.33333          19       0.505     0.48345   0.0170229
     1.46667          19    0.365833    0.492584   0.0239625
         1.6          19    0.484271    0.502648   0.0133695
     1.73333          19     0.50816    0.532451   0.0149859
     1.86667          19    0.513056    0.482845   0.0183212
           2          19    0.638646    0.466219   0.0209241
     2.13333          19     0.46059    0.429163   0.0157122
     2.26667          19    0.381319    0.354766   0.0164717
         2.4          19    0.388125    0.378465    0.014023
     2.53333          19     0.21691    0.296199    0.015833
     2.66667          19    0.301979    0.236506  0.00884882
         2.8          19    0.256458    0.211771  0.00928836
     2.93333          19    0.103021    0.148735    0.011687
     3.06667          19   0.0489931    0.111552   0.0100402
         3.2          19   0.0756944   0.0938706  0.00943669
     3.33333          19   0.0420833   0.0629295  0.00548356
     3.46667          19   0.0213194    0.065784  0.00789746
         3.6          19   0.0809722   0.0446838  0.00509367
     3.73333          19   0.0328125   0.0347606  0.00437902
     3.86667          19  0.00864583   0.0172971  0.00380943
           4          19 0.000659722   0.0144463   0.0039353
     4.13333          19  0.00520833  0.00749817   0.0019817
     4.26667          19  0.00475694  0.00276316 0.000823802
         4.4          19  0.00107639  0.00249086   0.0012919
     4.53333          19   0.0296528   0.0038231  0.00214635
     4.66667          19   0.0179514  0.00236294  0.00121373
         4.8          19  0.00298611  0.00139985 0.000926335
     4.93333          19           0 0.000120614 9.18616e-05
     5.06667          19           0 0.000115132 0.000112061
         5.2          19           0 5.48246e-05 5.33623e-05
     5.33333          19           0 0.000498904 0.000485597
     5.46667          19           0 8.22368e-05 8.00435e-05
         5.6          19           0           0           0
     5.73333          19           0           0           0
     5.86667          19           0           0           0
           6          19           0           0           0
     6.13333          19           0           0           0
     6.26667          19           0           0           0
         6.4          19           0           0           0
     6.53333          19           0           0           0
     6.66667          19           0           0           0
         6.8          19           0           0           0
     6.93333          19           0           0           0
     7.06667          19           0           0           0
         7.2          19           0           0           0
     7.33333          19           0           0           0
     7.46667          19           0           0           0
         7.6          19           0           0           0
     7.73333          19           0           0           0
     7.86667          19           0           0           0
           0          20  0.00142361  0.00240278  0.00071152
    0.133333          20   0.0195833    0.020283  0.00261178
    0.266667          20   0.0354167   0.0620365  0.00625273
         0.4          20   0.0949653    0.103431  0.00917188
    0.533333          20    0.218854    0.183958   0.0148341
    0.666667          20    0.267083    0.210901    0.014769
         0.8          20    0.316736    0.279491   0.0128005
    0.933333          20    0.366528     0.34283   0.0177909
     1.06667          20    0.286667    0.397953   0.0177233
         1.2          20    0.433507    0.415533   0.0134771
     1.33333          20    0.514826    0.485019   0.0162439
     1.46667          20    0.353785    0.485644   0.0237481
         1.6          20    0.559896     0.50551   0.0130039
     1.73333          20    0.612882    0.536472   0.0147663
     1.86667          20    0.547049    0.486056   0.0176841
           2          20    0.386424    0.462229   0.0202547
     2.13333          20    0.444479    0.429929   0.0149452
     2.26667          20    0.374965    0.355776    0.015679
         2.4          20    0.278125    0.373448   0.0141909
     2.53333          20    0.246701    0.293724   0.0152336
     2.66667          20    0.325069    0.240934  0.00944963
         2.8          20    0.174306    0.209898  0.00901086
     2.93333          20    0.197083    0.151153     0.01135
     3.06667          20    0.112292    0.111589  0.00953821
         3.2          20   0.0631944   0.0923368  0.00908865
     3.33333          20   0.0867361   0.0641198  0.00533701
     3.46667          20   0.0360069   0.0642951  0.00764164
         3.6          20   0.0370833   0.0443038  0.00485314
     3.73333          20   0.0282639   0.0344358   0.0041721
     3.86667          20  0.00784722   0.0168247  0.00364814
           4          20  0.00277778   0.0138628  0.00378154
     4.13333          20           0  0.00712326  0.00191775
     4.26667          20           0    0.002625 0.000794112
         4.4          20           0  0.00236632  0.00123329
     4.53333          20   0.0642361  0.00684375  0.00358131
     4.66667          20  0.00520833  0.00250521  0.00116135
         4.8          20           0  0.00132986 0.000882659
     4.93333          20           0 0.000114583 8.74662e-05
     5.06667          20           0 0.000109375 0.000106606
         5.2          20           0 5.20833e-05 5.07646e-05
     5.33333          20           0 0.000473958 0.000461957
     5.46667          20           0  7.8125e-05 7.61468e-05
         5.6          20           0           0           0
     5.73333          20           0           0           0
     5.86667          20           0           0           0
           6          20           0           0           0
     6.13333          20           0           0           0
     6.26667          20           0           0           0
         6.4          20           0           0           0
     6.53333          20           0           0           0
     6.66667          20           0           0           0
         6.8          20           0           0           0
     6.93333          20           0           0           0
     7.06667          20           0           0           0
         7.2          20           0           0           0
     7.33333          20           0           0           0
     7.46667          20           0           0           0
         7.6          20           0           0           0
     7.73333          20           0           0           0
     7.86667          20           0           0           0
