0 69.5684 69.1412
10 28.7908 32.7054
20 14.4671 19.4401
30 12.11 13.3817
40 9.81721 12.0903
50 7.33945 9.99329
60 5.63414 6.92996
70 4.30886 5.47531
80 3.6292 5.67965
90 3.25296 3.83504
100 3.16883 3.47686
110 2.87626 3.64226
120 2.57599 4.15362
130 2.57046 3.09566
140 2.13674 2.69392
150 2.11768 2.21608
160 2.11604 2.42972
170 2.10872 2.40628
180 2.10872 2.77193
190 2.10363 2.7714
199 2.10363 2.24434
