# Temperature: Heat Capacity:      Error: 
0.5    0.211303  0.00717129
0.65    0.381596  0.00365248
0.8    0.429078  0.00150756
0.95    0.419073 0.000731368
1.1    0.390284 0.000469419
1.25    0.350747 0.000289395
1.4    0.312199 0.000186393
1.55    0.276132 0.000129493
1.7    0.244378 0.000105907
1.85    0.216526 6.97811e-05
2    0.192684 5.91477e-05
