#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1180          -1   -0.994034 0.000783153
        1181          -1   -0.994039 0.000782506
        1182          -1   -0.994044  0.00078186
        1183          -1   -0.994049 0.000781216
        1184          -1   -0.994054 0.000780572
        1185          -1   -0.994059 0.000779929
        1186          -1   -0.994064 0.000779288
        1187          -1   -0.994069 0.000778647
        1188          -1   -0.994074 0.000778008
        1189          -1   -0.994079  0.00077737
        1190          -1   -0.994084 0.000776732
        1191          -1   -0.994089 0.000776096
        1192          -1   -0.994094 0.000775461
        1193          -1   -0.994099 0.000774827
        1194          -1   -0.994104 0.000774193
        1195          -1   -0.994109 0.000773561
        1196          -1   -0.994114  0.00077293
        1197          -1   -0.994119   0.0007723
        1198          -1   -0.994124 0.000771671
        1199          -1   -0.994128 0.000771043
        1200          -1   -0.994133 0.000770416
        1201          -1   -0.994138  0.00076979
        1202          -1   -0.994143 0.000769165
        1203          -1   -0.994148 0.000768541
        1204          -1   -0.994153 0.000767918
        1205          -1   -0.994158 0.000767296
        1206          -1   -0.994163 0.000766675
        1207          -1   -0.994167 0.000766055
        1208          -1   -0.994172 0.000765436
        1209          -1   -0.994177 0.000764818
        1210          -1   -0.994182 0.000764201
        1211          -1   -0.994187 0.000763585
        1212          -1   -0.994191 0.000762971
        1213          -1   -0.994196 0.000762357
        1214          -1   -0.994201 0.000761744
        1215          -1   -0.994206 0.000761132
        1216          -1   -0.994211 0.000760521
        1217          -1   -0.994215 0.000759911
        1218          -1    -0.99422 0.000759301
        1219          -1   -0.994225 0.000758693
        1220          -1    -0.99423 0.000758086
        1221          -1   -0.994234  0.00075748
        1222          -1   -0.994239 0.000756875
        1223          -1   -0.994244 0.000756271
        1224          -1   -0.994248 0.000755668
        1225          -1   -0.994253 0.000755065
        1226          -1   -0.994258 0.000754464
        1227          -1   -0.994262 0.000753864
        1228          -1   -0.994267 0.000753264
        1229          -1   -0.994272 0.000752666
        1230          -1   -0.994276 0.000752068
        1231          -1   -0.994281 0.000751472
        1232          -1   -0.994286 0.000750876
        1233          -1    -0.99429 0.000750281
        1234          -1   -0.994295 0.000749688
        1235          -1     -0.9943 0.000749095
        1236          -1   -0.994304 0.000748503
        1237          -1   -0.994309 0.000747912
        1238          -1   -0.994313 0.000747322
        1239          -1   -0.994318 0.000746733
        1240          -1   -0.994323 0.000746145
        1241       -0.92   -0.994263 0.000747943
        1242          -1   -0.994267 0.000747355
        1243          -1   -0.994272 0.000746768
        1244          -1   -0.994277 0.000746182
        1245          -1   -0.994281 0.000745597
        1246          -1   -0.994286 0.000745013
        1247          -1    -0.99429 0.000744429
        1248          -1   -0.994295 0.000743847
        1249          -1   -0.994299 0.000743265
        1250          -1   -0.994304 0.000742685
        1251          -1   -0.994309 0.000742105
        1252          -1   -0.994313 0.000741526
        1253          -1   -0.994318 0.000740948
        1254          -1   -0.994322 0.000740371
        1255          -1   -0.994327 0.000739795
        1256          -1   -0.994331  0.00073922
        1257       -0.92   -0.994272 0.000740993
        1258       -0.92   -0.994213 0.000742752
        1259          -1   -0.994218 0.000742177
        1260          -1   -0.994222 0.000741602
        1261          -1   -0.994227 0.000741028
        1262          -1   -0.994231 0.000740455
        1263          -1   -0.994236 0.000739883
        1264          -1   -0.994241 0.000739311
        1265          -1   -0.994245 0.000738741
        1266          -1    -0.99425 0.000738171
        1267          -1   -0.994254 0.000737603
        1268          -1   -0.994259 0.000737035
        1269          -1   -0.994263 0.000736468
        1270          -1   -0.994268 0.000735902
        1271          -1   -0.994272 0.000735337
        1272          -1   -0.994277 0.000734773
        1273          -1   -0.994281 0.000734209
        1274          -1   -0.994286 0.000733647
        1275          -1    -0.99429 0.000733085
        1276          -1   -0.994295 0.000732524
        1277          -1   -0.994299 0.000731964
        1278          -1   -0.994304 0.000731405
        1279          -1   -0.994308 0.000730847
        1280          -1   -0.994312 0.000730289
        1281          -1   -0.994317 0.000729732
        1282          -1   -0.994321 0.000729177
        1283          -1   -0.994326 0.000728622
        1284          -1    -0.99433 0.000728068
        1285          -1   -0.994335 0.000727515
        1286          -1   -0.994339 0.000726962
        1287          -1   -0.994343 0.000726411
        1288          -1   -0.994348  0.00072586
        1289          -1   -0.994352  0.00072531
        1290          -1   -0.994357 0.000724761
        1291          -1   -0.994361 0.000724213
        1292          -1   -0.994365 0.000723665
        1293          -1    -0.99437 0.000723119
        1294          -1   -0.994374 0.000722573
        1295          -1   -0.994378 0.000722028
        1296          -1   -0.994383 0.000721484
        1297          -1   -0.994387 0.000720941
        1298          -1   -0.994391 0.000720398
        1299          -1   -0.994396 0.000719857
        1300          -1     -0.9944 0.000719316
        1301          -1   -0.994404 0.000718776
        1302          -1   -0.994409 0.000718237
        1303          -1   -0.994413 0.000717698
        1304          -1   -0.994417 0.000717161
        1305          -1   -0.994421 0.000716624
        1306          -1   -0.994426 0.000716088
        1307          -1    -0.99443 0.000715553
        1308          -1   -0.994434 0.000715018
        1309       -0.92   -0.994377  0.00071673
        1310       -0.92   -0.994321 0.000718428
        1311       -0.92   -0.994264 0.000720113
        1312       -0.92   -0.994207 0.000721785
        1313       -0.92   -0.994151 0.000723445
        1314       -0.92   -0.994094 0.000725092
        1315          -1   -0.994099 0.000724554
        1316          -1   -0.994103 0.000724018
        1317          -1   -0.994108 0.000723482
        1318          -1   -0.994112 0.000722947
        1319          -1   -0.994117 0.000722412
        1320          -1   -0.994121 0.000721879
        1321          -1   -0.994126 0.000721346
        1322          -1    -0.99413 0.000720814
        1323          -1   -0.994135 0.000720283
        1324          -1   -0.994139 0.000719753
        1325          -1   -0.994143 0.000719223
        1326          -1   -0.994148 0.000718694
        1327          -1   -0.994152 0.000718166
        1328          -1   -0.994157 0.000717639
        1329          -1   -0.994161 0.000717112
        1330          -1   -0.994165 0.000716587
        1331          -1    -0.99417 0.000716062
        1332          -1   -0.994174 0.000715537
        1333          -1   -0.994179 0.000715014
        1334          -1   -0.994183 0.000714491
        1335          -1   -0.994187 0.000713969
        1336          -1   -0.994192 0.000713448
        1337          -1   -0.994196 0.000712928
        1338          -1     -0.9942 0.000712408
        1339          -1   -0.994205 0.000711889
        1340          -1   -0.994209 0.000711371
        1341          -1   -0.994213 0.000710854
        1342          -1   -0.994218 0.000710337
        1343          -1   -0.994222 0.000709821
        1344          -1   -0.994226 0.000709306
        1345          -1    -0.99423 0.000708792
        1346          -1   -0.994235 0.000708278
        1347          -1   -0.994239 0.000707765
        1348          -1   -0.994243 0.000707253
        1349          -1   -0.994248 0.000706742
        1350          -1   -0.994252 0.000706231
        1351          -1   -0.994256 0.000705721
        1352          -1    -0.99426 0.000705212
        1353          -1   -0.994265 0.000704703
        1354          -1   -0.994269 0.000704196
        1355          -1   -0.994273 0.000703689
        1356          -1   -0.994277 0.000703182
        1357       -0.92   -0.994223 0.000704791
        1358       -0.92   -0.994168 0.000706389
        1359       -0.92   -0.994113 0.000707974
        1360          -1   -0.994118 0.000707467
        1361          -1   -0.994122  0.00070696
        1362          -1   -0.994126 0.000706454
        1363          -1   -0.994131 0.000705949
        1364          -1   -0.994135 0.000705444
        1365          -1   -0.994139 0.000704941
        1366          -1   -0.994143 0.000704438
        1367          -1   -0.994148 0.000703935
        1368          -1   -0.994152 0.000703434
        1369          -1   -0.994156 0.000702933
        1370          -1   -0.994161 0.000702433
        1371          -1   -0.994165 0.000701933
        1372          -1   -0.994169 0.000701435
        1373          -1   -0.994173 0.000700937
        1374          -1   -0.994178 0.000700439
        1375          -1   -0.994182 0.000699943
        1376          -1   -0.994186 0.000699447
        1377          -1    -0.99419 0.000698952
        1378          -1   -0.994194 0.000698457
        1379          -1   -0.994199 0.000697963
        1380          -1   -0.994203  0.00069747
        1381          -1   -0.994207 0.000696978
        1382          -1   -0.994211 0.000696486
        1383          -1   -0.994215 0.000695995
        1384          -1    -0.99422 0.000695505
        1385          -1   -0.994224 0.000695015
        1386          -1   -0.994228 0.000694526
        1387          -1   -0.994232 0.000694038
        1388          -1   -0.994236  0.00069355
        1389          -1    -0.99424 0.000693063
        1390          -1   -0.994245 0.000692577
        1391          -1   -0.994249 0.000692092
        1392       -0.92   -0.994195 0.000693647
        1393       -0.92   -0.994142 0.000695191
        1394       -0.92   -0.994089 0.000696724
        1395       -0.92   -0.994036 0.000698245
        1396       -0.92   -0.993983 0.000699756
        1397       -0.92    -0.99393 0.000701257
        1398          -1   -0.993934 0.000700769
        1399          -1   -0.993939 0.000700281
        1400          -1   -0.993943 0.000699794
        1401          -1   -0.993947 0.000699308
        1402          -1   -0.993951 0.000698823
        1403          -1   -0.993956 0.000698338
        1404          -1    -0.99396 0.000697854
        1405          -1   -0.993964  0.00069737
        1406          -1   -0.993969 0.000696887
        1407          -1   -0.993973 0.000696405
        1408          -1   -0.993977 0.000695924
        1409          -1   -0.993982 0.000695443
        1410          -1   -0.993986 0.000694963
        1411          -1    -0.99399 0.000694484
        1412          -1   -0.993994 0.000694005
        1413          -1   -0.993999 0.000693527
        1414          -1   -0.994003 0.000693049
        1415          -1   -0.994007 0.000692572
        1416          -1   -0.994011 0.000692096
        1417          -1   -0.994016 0.000691621
        1418          -1    -0.99402 0.000691146
        1419          -1   -0.994024 0.000690671
        1420          -1   -0.994028 0.000690198
        1421          -1   -0.994032 0.000689725
        1422          -1   -0.994037 0.000689253
        1423          -1   -0.994041 0.000688781
        1424          -1   -0.994045  0.00068831
        1425          -1   -0.994049  0.00068784
        1426          -1   -0.994053  0.00068737
        1427          -1   -0.994057 0.000686901
        1428          -1   -0.994062 0.000686433
        1429          -1   -0.994066 0.000685965
        1430          -1    -0.99407 0.000685498
        1431          -1   -0.994074 0.000685031
        1432          -1   -0.994078 0.000684565
        1433          -1   -0.994082   0.0006841
        1434          -1   -0.994086 0.000683635
        1435          -1   -0.994091 0.000683171
        1436          -1   -0.994095 0.000682708
        1437          -1   -0.994099 0.000682245
        1438          -1   -0.994103 0.000681783
        1439          -1   -0.994107 0.000681322
        1440          -1   -0.994111 0.000680861
        1441          -1   -0.994115 0.000680401
        1442          -1   -0.994119 0.000679941
        1443          -1   -0.994123 0.000679482
        1444          -1   -0.994127 0.000679024
        1445          -1   -0.994131 0.000678566
        1446          -1   -0.994136 0.000678109
        1447          -1    -0.99414 0.000677652
        1448       -0.92   -0.994088 0.000679116
        1449          -1   -0.994092  0.00067866
        1450          -1   -0.994097 0.000678204
        1451          -1   -0.994101 0.000677749
        1452          -1   -0.994105 0.000677294
        1453          -1   -0.994109  0.00067684
        1454          -1   -0.994113 0.000676387
        1455          -1   -0.994117 0.000675934
        1456          -1   -0.994121 0.000675482
        1457          -1   -0.994125  0.00067503
        1458          -1   -0.994129 0.000674579
        1459          -1   -0.994133 0.000674129
        1460          -1   -0.994137 0.000673679
        1461          -1   -0.994141  0.00067323
        1462          -1   -0.994145 0.000672781
        1463          -1   -0.994149 0.000672333
        1464          -1   -0.994153 0.000671886
        1465          -1   -0.994157 0.000671439
        1466          -1   -0.994161 0.000670993
        1467          -1   -0.994165 0.000670547
        1468          -1   -0.994169 0.000670102
        1469          -1   -0.994173 0.000669658
        1470          -1   -0.994177 0.000669214
        1471          -1   -0.994181 0.000668771
        1472          -1   -0.994185 0.000668328
        1473          -1   -0.994189 0.000667886
        1474          -1   -0.994193 0.000667445
        1475          -1   -0.994197 0.000667004
        1476          -1   -0.994201 0.000666564
        1477          -1   -0.994204 0.000666124
        1478          -1   -0.994208 0.000665685
        1479          -1   -0.994212 0.000665246
        1480          -1   -0.994216 0.000664808
        1481          -1    -0.99422 0.000664371
        1482          -1   -0.994224 0.000663934
        1483          -1   -0.994228 0.000663498
        1484          -1   -0.994232 0.000663062
        1485          -1   -0.994236 0.000662627
        1486          -1    -0.99424 0.000662192
        1487          -1   -0.994243 0.000661758
        1488          -1   -0.994247 0.000661325
        1489          -1   -0.994251 0.000660892
        1490          -1   -0.994255  0.00066046
        1491          -1   -0.994259 0.000660028
        1492          -1   -0.994263 0.000659597
        1493          -1   -0.994267 0.000659166
        1494          -1    -0.99427 0.000658736
        1495          -1   -0.994274 0.000658307
        1496          -1   -0.994278 0.000657878
        1497          -1   -0.994282 0.000657449
        1498          -1   -0.994286 0.000657022
        1499          -1    -0.99429 0.000656594
        1500          -1   -0.994293 0.000656168
        1501          -1   -0.994297 0.000655741
        1502          -1   -0.994301 0.000655316
        1503          -1   -0.994305 0.000654891
        1504          -1   -0.994309 0.000654466
        1505       -0.92   -0.994259 0.000655891
        1506       -0.92    -0.99421 0.000657307
        1507       -0.92   -0.994161 0.000658713
        1508       -0.92   -0.994111 0.000660109
        1509       -0.92   -0.994062 0.000661496
        1510       -0.84    -0.99396  0.00066888
        1511       -0.84   -0.993858 0.000676154
        1512       -0.84   -0.993757 0.000683321
        1513       -0.84   -0.993655 0.000690384
        1514       -0.84   -0.993554 0.000697348
        1515       -0.84   -0.993452 0.000704215
        1516       -0.84   -0.993351 0.000710988
        1517       -0.92   -0.993303 0.000712162
        1518       -0.92   -0.993254 0.000713328
        1519       -0.92   -0.993206 0.000714486
        1520       -0.92   -0.993158 0.000715638
        1521       -0.92    -0.99311 0.000716782
        1522       -0.92   -0.993062 0.000717919
        1523       -0.92   -0.993014 0.000719048
        1524       -0.92   -0.992966 0.000720171
        1525       -0.92   -0.992918 0.000721286
        1526       -0.92    -0.99287 0.000722394
        1527       -0.92   -0.992823 0.000723496
        1528       -0.92   -0.992775  0.00072459
        1529       -0.92   -0.992727 0.000725678
        1530       -0.92    -0.99268 0.000726759
        1531       -0.92   -0.992632 0.000727833
        1532       -0.92   -0.992585   0.0007289
        1533       -0.92   -0.992538 0.000729961
        1534       -0.92    -0.99249 0.000731015
        1535       -0.92   -0.992443 0.000732063
        1536       -0.92   -0.992396 0.000733104
        1537       -0.92   -0.992349 0.000734139
        1538       -0.92   -0.992302 0.000735167
        1539       -0.92   -0.992255 0.000736189
        1540       -0.92   -0.992208 0.000737204
        1541       -0.92   -0.992161 0.000738213
        1542       -0.92   -0.992114 0.000739217
        1543       -0.92   -0.992067 0.000740213
        1544       -0.92   -0.992021 0.000741204
        1545       -0.92   -0.991974 0.000742189
        1546       -0.92   -0.991928 0.000743167
        1547       -0.92   -0.991881  0.00074414
        1548       -0.92   -0.991835 0.000745107
        1549       -0.92   -0.991788 0.000746067
        1550       -0.92   -0.991742 0.000747022
        1551       -0.92   -0.991696 0.000747971
        1552       -0.92   -0.991649 0.000748915
        1553       -0.92   -0.991603 0.000749852
        1554       -0.92   -0.991557 0.000750784
        1555       -0.92   -0.991511  0.00075171
        1556       -0.92   -0.991465 0.000752631
        1557       -0.92   -0.991419 0.000753545
        1558       -0.92   -0.991374 0.000754455
        1559       -0.92   -0.991328 0.000755359
        1560       -0.92   -0.991282 0.000756257
        1561          -1   -0.991288 0.000755793
        1562          -1   -0.991293  0.00075533
        1563          -1   -0.991299 0.000754867
        1564          -1   -0.991304 0.000754405
        1565          -1    -0.99131 0.000753943
        1566          -1   -0.991315 0.000753482
        1567          -1   -0.991321 0.000753022
        1568          -1   -0.991327 0.000752562
        1569          -1   -0.991332 0.000752103
        1570          -1   -0.991338 0.000751644
        1571          -1   -0.991343 0.000751186
        1572          -1   -0.991349 0.000750728
        1573          -1   -0.991354 0.000750271
        1574          -1    -0.99136 0.000749814
        1575          -1   -0.991365 0.000749358
        1576          -1   -0.991371 0.000748903
        1577          -1   -0.991376 0.000748448
        1578          -1   -0.991381 0.000747994
        1579          -1   -0.991387  0.00074754
        1580          -1   -0.991392 0.000747087
        1581          -1   -0.991398 0.000746634
        1582          -1   -0.991403 0.000746182
        1583          -1   -0.991409  0.00074573
        1584          -1   -0.991414 0.000745279
        1585          -1    -0.99142 0.000744829
        1586          -1   -0.991425 0.000744379
        1587          -1    -0.99143 0.000743929
        1588          -1   -0.991436  0.00074348
        1589          -1   -0.991441 0.000743032
        1590          -1   -0.991447 0.000742584
        1591          -1   -0.991452 0.000742137
        1592          -1   -0.991457  0.00074169
        1593          -1   -0.991463 0.000741244
        1594          -1   -0.991468 0.000740798
        1595          -1   -0.991473 0.000740353
        1596          -1   -0.991479 0.000739908
        1597          -1   -0.991484 0.000739464
        1598          -1   -0.991489 0.000739021
        1599          -1   -0.991495 0.000738578
        1600          -1     -0.9915 0.000738135
        1601          -1   -0.991505 0.000737693
        1602          -1   -0.991511 0.000737252
        1603          -1   -0.991516 0.000736811
        1604          -1   -0.991521 0.000736371
        1605          -1   -0.991526 0.000735931
        1606          -1   -0.991532 0.000735491
        1607          -1   -0.991537 0.000735053
        1608          -1   -0.991542 0.000734614
        1609          -1   -0.991548 0.000734177
        1610          -1   -0.991553 0.000733739
        1611          -1   -0.991558 0.000733303
        1612          -1   -0.991563 0.000732866
        1613          -1   -0.991569 0.000732431
        1614          -1   -0.991574 0.000731996
        1615          -1   -0.991579 0.000731561
        1616          -1   -0.991584 0.000731127
        1617          -1   -0.991589 0.000730693
        1618          -1   -0.991595  0.00073026
        1619          -1     -0.9916 0.000729828
        1620       -0.92   -0.991556 0.000730714
        1621       -0.92   -0.991511 0.000731595
        1622       -0.92   -0.991467 0.000732472
        1623       -0.92   -0.991423 0.000733343
        1624       -0.92   -0.991379 0.000734209
        1625       -0.92   -0.991335  0.00073507
        1626       -0.92   -0.991292 0.000735926
        1627       -0.84   -0.991199 0.000741325
        1628       -0.92   -0.991155 0.000742158
        1629       -0.92   -0.991111 0.000742987
        1630       -0.92   -0.991067 0.000743811
        1631       -0.92   -0.991024  0.00074463
        1632       -0.92    -0.99098 0.000745444
        1633       -0.92   -0.990937 0.000746254
        1634       -0.92   -0.990894 0.000747059
        1635       -0.92    -0.99085  0.00074786
        1636       -0.92   -0.990807 0.000748655
        1637       -0.92   -0.990764 0.000749446
        1638       -0.92    -0.99072 0.000750233
        1639       -0.92   -0.990677 0.000751015
        1640       -0.92   -0.990634 0.000751793
        1641       -0.92   -0.990591 0.000752566
        1642       -0.92   -0.990548 0.000753334
        1643       -0.92   -0.990505 0.000754098
        1644       -0.92   -0.990462 0.000754858
        1645       -0.92   -0.990419 0.000755614
        1646       -0.92   -0.990377 0.000756365
        1647       -0.92   -0.990334 0.000757112
        1648       -0.92   -0.990291 0.000757854
        1649       -0.92   -0.990249 0.000758592
        1650       -0.92   -0.990206 0.000759326
        1651       -0.92   -0.990164 0.000760056
        1652       -0.92   -0.990121 0.000760782
        1653       -0.92   -0.990079 0.000761503
        1654       -0.92   -0.990036 0.000762221
        1655       -0.92   -0.989994 0.000762934
        1656       -0.92   -0.989952 0.000763643
        1657       -0.92   -0.989909 0.000764348
        1658       -0.92   -0.989867  0.00076505
        1659       -0.92   -0.989825 0.000765747
        1660       -0.92   -0.989783  0.00076644
        1661       -0.92   -0.989741 0.000767129
        1662       -0.92   -0.989699 0.000767814
        1663       -0.92   -0.989657 0.000768496
        1664       -0.92   -0.989615 0.000769173
        1665       -0.92   -0.989574 0.000769847
        1666       -0.92   -0.989532 0.000770516
        1667       -0.92    -0.98949 0.000771182
        1668       -0.92   -0.989448 0.000771844
        1669       -0.92   -0.989407 0.000772503
        1670       -0.92   -0.989365 0.000773157
        1671       -0.92   -0.989324 0.000773808
        1672       -0.92   -0.989282 0.000774455
        1673       -0.92   -0.989241 0.000775099
        1674       -0.92     -0.9892 0.000775739
        1675       -0.92   -0.989158 0.000776375
        1676       -0.92   -0.989117 0.000777008
        1677       -0.92   -0.989076 0.000777636
        1678       -0.92   -0.989035 0.000778262
        1679       -0.92   -0.988993 0.000778884
        1680       -0.92   -0.988952 0.000779502
        1681       -0.92   -0.988911 0.000780117
        1682       -0.92    -0.98887 0.000780728
        1683       -0.92   -0.988829 0.000781336
        1684       -0.92   -0.988789  0.00078194
        1685       -0.92   -0.988748 0.000782541
        1686       -0.92   -0.988707 0.000783139
        1687       -0.92   -0.988666 0.000783733
        1688       -0.92   -0.988626 0.000784323
        1689       -0.92   -0.988585 0.000784911
        1690       -0.92   -0.988544 0.000785495
        1691       -0.92   -0.988504 0.000786075
        1692       -0.92   -0.988463 0.000786653
        1693       -0.92   -0.988423 0.000787227
        1694       -0.92   -0.988383 0.000787798
        1695       -0.92   -0.988342 0.000788365
        1696       -0.92   -0.988302  0.00078893
        1697       -0.92   -0.988262 0.000789491
        1698       -0.92   -0.988221 0.000790049
        1699       -0.92   -0.988181 0.000790603
        1700       -0.92   -0.988141 0.000791155
        1701       -0.92   -0.988101 0.000791703
        1702          -1   -0.988108 0.000791269
        1703          -1   -0.988115 0.000790835
        1704          -1   -0.988122 0.000790402
        1705          -1   -0.988129 0.000789969
        1706          -1   -0.988136 0.000789537
        1707          -1   -0.988143 0.000789105
        1708          -1    -0.98815 0.000788673
        1709          -1   -0.988157 0.000788242
        1710          -1   -0.988164 0.000787812
        1711          -1   -0.988171 0.000787382
        1712          -1   -0.988178 0.000786952
        1713          -1   -0.988184 0.000786523
        1714          -1   -0.988191 0.000786094
        1715          -1   -0.988198 0.000785666
        1716          -1   -0.988205 0.000785238
        1717          -1   -0.988212 0.000784811
        1718          -1   -0.988219 0.000784384
        1719          -1   -0.988226 0.000783958
        1720          -1   -0.988233 0.000783532
        1721          -1   -0.988239 0.000783106
        1722          -1   -0.988246 0.000782681
        1723          -1   -0.988253 0.000782257
        1724          -1    -0.98826 0.000781833
        1725          -1   -0.988267 0.000781409
        1726          -1   -0.988273 0.000780986
        1727          -1    -0.98828 0.000780563
        1728          -1   -0.988287 0.000780141
        1729          -1   -0.988294 0.000779719
        1730          -1   -0.988301 0.000779298
        1731          -1   -0.988307 0.000778877
        1732          -1   -0.988314 0.000778457
        1733          -1   -0.988321 0.000778037
        1734          -1   -0.988328 0.000777617
        1735          -1   -0.988334 0.000777198
        1736          -1   -0.988341 0.000776779
        1737          -1   -0.988348 0.000776361
        1738          -1   -0.988354 0.000775943
        1739          -1   -0.988361 0.000775526
        1740          -1   -0.988368 0.000775109
        1741          -1   -0.988374 0.000774693
        1742          -1   -0.988381 0.000774277
        1743          -1   -0.988388 0.000773861
        1744          -1   -0.988394 0.000773446
        1745          -1   -0.988401 0.000773032
        1746          -1   -0.988408 0.000772617
        1747          -1   -0.988414 0.000772204
        1748          -1   -0.988421  0.00077179
        1749          -1   -0.988428 0.000771377
        1750          -1   -0.988434 0.000770965
        1751          -1   -0.988441 0.000770553
        1752          -1   -0.988447 0.000770141
        1753          -1   -0.988454  0.00076973
        1754          -1   -0.988461  0.00076932
        1755          -1   -0.988467 0.000768909
        1756          -1   -0.988474 0.000768499
        1757          -1    -0.98848  0.00076809
        1758          -1   -0.988487 0.000767681
        1759          -1   -0.988493 0.000767273
        1760          -1     -0.9885 0.000766864
        1761          -1   -0.988507 0.000766457
        1762          -1   -0.988513  0.00076605
        1763          -1    -0.98852 0.000765643
        1764          -1   -0.988526 0.000765236
        1765          -1   -0.988533  0.00076483
        1766          -1   -0.988539 0.000764425
        1767          -1   -0.988546  0.00076402
        1768          -1   -0.988552 0.000763615
        1769          -1   -0.988559 0.000763211
        1770          -1   -0.988565 0.000762807
        1771          -1   -0.988571 0.000762404
        1772          -1   -0.988578 0.000762001
        1773          -1   -0.988584 0.000761598
        1774          -1   -0.988591 0.000761196
        1775          -1   -0.988597 0.000760794
        1776          -1   -0.988604 0.000760393
        1777          -1    -0.98861 0.000759992
        1778       -0.92   -0.988571 0.000760544
        1779       -0.92   -0.988533 0.000761092
        1780       -0.92   -0.988494 0.000761638
        1781       -0.92   -0.988456 0.000762181
        1782       -0.92   -0.988418  0.00076272
        1783       -0.92   -0.988379 0.000763257
        1784       -0.92   -0.988341 0.000763791
        1785       -0.92   -0.988303 0.000764322
        1786       -0.92   -0.988264 0.000764851
        1787       -0.92   -0.988226 0.000765376
        1788       -0.92   -0.988188 0.000765898
        1789       -0.92    -0.98815 0.000766418
        1790       -0.92   -0.988112 0.000766935
        1791       -0.92   -0.988074 0.000767449
        1792       -0.92   -0.988036  0.00076796
        1793       -0.92   -0.987998 0.000768469
        1794       -0.92    -0.98796 0.000768975
        1795       -0.92   -0.987922 0.000769478
        1796       -0.92   -0.987884 0.000769978
        1797       -0.92   -0.987846 0.000770476
        1798       -0.92   -0.987809 0.000770971
        1799       -0.92   -0.987771 0.000771463
        1800       -0.92   -0.987733 0.000771953
        1801       -0.92   -0.987696  0.00077244
        1802       -0.92   -0.987658 0.000772924
        1803       -0.92   -0.987621 0.000773406
        1804       -0.92   -0.987583 0.000773885
        1805       -0.92   -0.987546 0.000774361
        1806       -0.92   -0.987508 0.000774835
        1807       -0.92   -0.987471 0.000775307
        1808       -0.92   -0.987434 0.000775775
        1809       -0.92   -0.987396 0.000776242
        1810       -0.92   -0.987359 0.000776705
        1811       -0.92   -0.987322 0.000777166
        1812       -0.92   -0.987285 0.000777625
        1813       -0.92   -0.987248 0.000778081
        1814       -0.92   -0.987211 0.000778535
        1815       -0.92   -0.987174 0.000778986
        1816       -0.92   -0.987137 0.000779435
        1817       -0.92     -0.9871 0.000779881
        1818       -0.92   -0.987063 0.000780325
        1819       -0.92   -0.987026 0.000780767
        1820       -0.92   -0.986989 0.000781206
        1821       -0.92   -0.986952 0.000781642
        1822       -0.92   -0.986915 0.000782077
        1823       -0.92   -0.986879 0.000782509
        1824       -0.92   -0.986842 0.000782938
        1825       -0.92   -0.986805 0.000783365
        1826       -0.92   -0.986769  0.00078379
        1827       -0.92   -0.986732 0.000784213
        1828       -0.92   -0.986696 0.000784633
        1829       -0.92   -0.986659 0.000785051
        1830       -0.92   -0.986623 0.000785467
        1831       -0.92   -0.986587  0.00078588
        1832       -0.92    -0.98655 0.000786291
        1833       -0.92   -0.986514   0.0007867
        1834       -0.92   -0.986478 0.000787106
        1835       -0.92   -0.986441 0.000787511
        1836       -0.92   -0.986405 0.000787913
        1837       -0.92   -0.986369 0.000788313
        1838       -0.92   -0.986333  0.00078871
        1839       -0.92   -0.986297 0.000789106
        1840       -0.92   -0.986261 0.000789499
        1841       -0.92   -0.986225  0.00078989
        1842       -0.92   -0.986189 0.000790279
        1843       -0.92   -0.986153 0.000790666
        1844       -0.92   -0.986117 0.000791051
        1845       -0.92   -0.986081 0.000791433
        1846       -0.92   -0.986046 0.000791814
        1847       -0.92    -0.98601 0.000792192
        1848       -0.92   -0.985974 0.000792568
        1849       -0.92   -0.985938 0.000792942
        1850       -0.92   -0.985903 0.000793314
        1851       -0.92   -0.985867 0.000793684
        1852       -0.92   -0.985832 0.000794052
        1853       -0.92   -0.985796 0.000794418
        1854       -0.92   -0.985761 0.000794782
        1855       -0.92   -0.985725 0.000795144
        1856       -0.92    -0.98569 0.000795503
        1857       -0.92   -0.985654 0.000795861
        1858       -0.92   -0.985619 0.000796217
        1859       -0.92   -0.985584 0.000796571
        1860       -0.92   -0.985548 0.000796922
        1861       -0.92   -0.985513 0.000797272
        1862       -0.92   -0.985478  0.00079762
        1863       -0.92   -0.985443 0.000797966
        1864       -0.92   -0.985408  0.00079831
        1865       -0.92   -0.985373 0.000798652
        1866       -0.92   -0.985338 0.000798992
        1867       -0.92   -0.985303  0.00079933
        1868       -0.92   -0.985268 0.000799666
        1869       -0.92   -0.985233      0.0008
        1870       -0.92   -0.985198 0.000800333
        1871       -0.92   -0.985163 0.000800663
        1872       -0.92   -0.985128 0.000800992
        1873       -0.92   -0.985093 0.000801318
        1874       -0.92   -0.985059 0.000801643
        1875       -0.92   -0.985024 0.000801966
        1876       -0.92   -0.984989 0.000802287
        1877       -0.92   -0.984955 0.000802607
        1878       -0.92    -0.98492 0.000802924
        1879       -0.92   -0.984886  0.00080324
        1880       -0.92   -0.984851 0.000803554
        1881       -0.92   -0.984817 0.000803866
        1882       -0.92   -0.984782 0.000804176
        1883       -0.92   -0.984748 0.000804485
        1884       -0.92   -0.984713 0.000804792
        1885       -0.92   -0.984679 0.000805097
        1886       -0.92   -0.984645   0.0008054
