#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          36   -0.913016   -0.914541 0.000576085
          37   -0.917504   -0.914621 0.000566054
          38   -0.914008   -0.914605 0.000551387
          39   -0.910352   -0.914496 0.000547927
          40   -0.913368   -0.914468 0.000534954
          41   -0.912464   -0.914419 0.000524134
          42   -0.915752   -0.914451 0.000512615
          43   -0.914496   -0.914452 0.000500695
          44   -0.909264   -0.914334 0.000503006
          45   -0.910256   -0.914243 0.000499924
          46   -0.912192   -0.914199 0.000491041
          47   -0.919072   -0.914302 0.000491419
          48   -0.910056   -0.914214 0.000489079
          49   -0.908488   -0.914097 0.000492859
          50   -0.912488   -0.914065 0.000484052
           1    -0.84696    -0.84696           0
           2    -0.84316    -0.84506   0.0013435
           3   -0.847488   -0.845869  0.00111306
           4   -0.851352    -0.84724  0.00145118
           5   -0.851472   -0.848086  0.00138597
           6    -0.84576   -0.847699  0.00120799
           7    -0.84928   -0.847925  0.00105633
           8    -0.85244   -0.848489  0.00106446
           9    -0.84916   -0.848564 0.000948793
          10   -0.845376   -0.848245 0.000905877
          11   -0.847296   -0.848159 0.000827621
          12   -0.845464   -0.847934 0.000788526
          13   -0.853928   -0.848395 0.000852076
          14   -0.847736   -0.848348 0.000792513
          15   -0.846928   -0.848253 0.000745311
          16    -0.84648   -0.848143 0.000706922
          17   -0.847192   -0.848087 0.000667546
          18   -0.850336   -0.848212  0.00064205
          19    -0.84824   -0.848213  0.00060826
          20   -0.847968   -0.848201  0.00057797
          21   -0.842208   -0.847915 0.000616889
          22   -0.849024   -0.847966 0.000590903
          23   -0.846952   -0.847922 0.000566853
          24   -0.853248   -0.848144 0.000585067
          25   -0.850328   -0.848231 0.000568151
          26   -0.848192    -0.84823 0.000546301
          27   -0.854152   -0.848449 0.000568401
          28    -0.84888   -0.848464 0.000548309
          29   -0.847952   -0.848447 0.000529687
          30   -0.851888   -0.848561 0.000524305
          31   -0.849968   -0.848607 0.000509352
          32    -0.84724   -0.848564 0.000495222
          33   -0.853072   -0.848701   0.0004987
          34    -0.84608   -0.848624 0.000489953
          35    -0.84972   -0.848655 0.000476955
          36   -0.851856   -0.848744 0.000471922
          37   -0.844288   -0.848623 0.000474284
          38   -0.844824   -0.848523 0.000472224
          39   -0.847928   -0.848508 0.000460362
          40    -0.84468   -0.848412 0.000458693
          41   -0.852624   -0.848515 0.000458863
          42    -0.84736   -0.848488 0.000448761
          43   -0.846608   -0.848444 0.000440449
          44     -0.8472   -0.848416 0.000431345
          45   -0.845272   -0.848346 0.000427379
          46   -0.848608   -0.848351 0.000418126
          47   -0.846672   -0.848316 0.000410754
          48    -0.84836   -0.848317 0.000402198
          49   -0.846576   -0.848281 0.000395555
          50   -0.847664   -0.848269 0.000387837
           1   -0.782776   -0.782776           0
           2    -0.78036   -0.781568 0.000854185
           3   -0.783024   -0.782053 0.000693767
           4   -0.782744   -0.782226 0.000541386
           5   -0.782048    -0.78219 0.000434278
           6   -0.783424   -0.782396 0.000407672
           7   -0.778024   -0.781771 0.000675623
           8   -0.782464   -0.781858  0.00059669
           9     -0.7788   -0.781518 0.000619626
          10   -0.785296   -0.781896 0.000662897
          11   -0.780528   -0.781772 0.000614189
          12     -0.7852   -0.782057 0.000625937
          13   -0.785024   -0.782286 0.000617989
          14   -0.785768   -0.782534 0.000621897
          15   -0.784744   -0.782682  0.00059763
          16     -0.7826   -0.782677   0.0005603
          17   -0.783224   -0.782709 0.000528266
          18   -0.785448   -0.782861 0.000520377
          19    -0.78432   -0.782938 0.000498623
          20     -0.7834   -0.782961 0.000474228
          21   -0.780168   -0.782828 0.000469923
          22   -0.786872   -0.783012 0.000483182
          23     -0.7854   -0.783115 0.000473201
          24   -0.784224   -0.783162 0.000455733
          25   -0.783368    -0.78317 0.000437579
          26   -0.778968   -0.783008 0.000449604
          27   -0.786824    -0.78315  0.00045462
          28   -0.782856   -0.783139 0.000438504
          29   -0.783136   -0.783139 0.000423384
          30   -0.786904   -0.783265 0.000427466
          31   -0.786912   -0.783382 0.000429565
          32   -0.779512   -0.783261 0.000432832
          33   -0.782888    -0.78325 0.000419864
          34   -0.783368   -0.783253 0.000407529
          35     -0.7862   -0.783338 0.000404488
          36   -0.779216   -0.783223 0.000409134
          37    -0.78184   -0.783186 0.000399781
          38     -0.7822    -0.78316 0.000390101
          39   -0.786296    -0.78324 0.000388298
          40    -0.78464   -0.783275 0.000380164
          41   -0.783152   -0.783272 0.000370904
          42    -0.78572    -0.78333 0.000366623
          43   -0.784424   -0.783356 0.000358978
          44   -0.780736   -0.783296 0.000355723
          45    -0.78328   -0.783296 0.000347819
          46   -0.785328    -0.78334 0.000343051
          47   -0.780224   -0.783274 0.000342099
          48   -0.781888   -0.783245 0.000336188
          49   -0.778952   -0.783157 0.000340552
          50   -0.785944   -0.783213 0.000338271
           1     -0.7228     -0.7228           0
           2   -0.717832   -0.720316  0.00175645
           3   -0.720856   -0.720496  0.00118016
           4   -0.724736   -0.721556   0.0012752
           5    -0.72076   -0.721397  0.00103005
           6   -0.717304   -0.720715  0.00106045
           7   -0.718576   -0.720409 0.000951955
           8   -0.717752   -0.720077 0.000889017
           9   -0.719632   -0.720028 0.000791611
          10    -0.72032   -0.720057  0.00071299
          11   -0.719376   -0.719995 0.000650854
          12     -0.7182   -0.719845 0.000613563
          13   -0.717864   -0.719693 0.000584989
          14   -0.717072   -0.719506 0.000572376
          15   -0.720056   -0.719542 0.000535392
          16    -0.72224   -0.719711  0.00052781
          17   -0.721336   -0.719807 0.000505344
          18   -0.724576   -0.720072 0.000542303
          19   -0.719672   -0.720051 0.000514169
          20   -0.722984   -0.720197 0.000508951
          21   -0.720688   -0.720221 0.000485251
          22   -0.719288   -0.720178 0.000465042
          23   -0.722832   -0.720294 0.000458914
          24   -0.721992   -0.720364 0.000445216
          25    -0.72152   -0.720411   0.0004298
          26   -0.723128   -0.720515 0.000425788
          27   -0.721216   -0.720541 0.000410808
          28   -0.728392   -0.720821 0.000482427
          29   -0.721664    -0.72085 0.000466666
          30    -0.72276   -0.720914  0.00045543
          31   -0.721168   -0.720922 0.000440813
          32   -0.723064   -0.720989 0.000432088
          33   -0.722168   -0.721025 0.000420468
          34   -0.718376   -0.720947 0.000415257
          35    -0.72208   -0.720979 0.000404652
          36   -0.721344    -0.72099 0.000393539
          37   -0.719024   -0.720936 0.000386471
          38    -0.71796   -0.720858 0.000384156
          39   -0.720576   -0.720851 0.000374374
          40     -0.7238   -0.720925 0.000372204
          41   -0.723032   -0.720976 0.000366658
          42   -0.722376   -0.721009  0.00035944
          43   -0.719984   -0.720985 0.000351871
          44    -0.71956   -0.720953 0.000345362
          45   -0.718048   -0.720889 0.000343668
          46    -0.71708   -0.720806 0.000346027
          47   -0.721384   -0.720818 0.000338883
          48   -0.724368   -0.720892 0.000339797
          49   -0.721176   -0.720898 0.000332912
          50    -0.72036   -0.720887 0.000326428
           1   -0.666208   -0.666208           0
           2   -0.665776   -0.665992 0.000152735
           3   -0.661536   -0.664507  0.00121704
           4   -0.667152   -0.665168  0.00107758
           5   -0.663144   -0.664763 0.000935012
           6   -0.662512   -0.664388 0.000851134
           7   -0.665568   -0.664557  0.00074605
           8   -0.661032   -0.664116 0.000771997
           9   -0.663936   -0.664096 0.000686479
          10   -0.661224   -0.663809 0.000675241
          11     -0.6632   -0.663753  0.00061612
          12    -0.66396   -0.663771 0.000565017
          13   -0.666344   -0.663969 0.000555147
          14     -0.6646   -0.664014 0.000517322
          15   -0.662544   -0.663916 0.000492025
          16   -0.665712   -0.664028 0.000473909
          17   -0.665904   -0.664138   0.0004587
          18   -0.662328   -0.664038 0.000444106
          19    -0.66468   -0.664072 0.000422016
          20   -0.666816   -0.664209 0.000422636
          21   -0.663928   -0.664195 0.000402722
          22   -0.665288   -0.664245 0.000387467
          23    -0.66456   -0.664259 0.000370862
          24    -0.66052   -0.664103 0.000386747
          25     -0.6626   -0.664043 0.000375921
          26   -0.661688   -0.663952 0.000372213
          27   -0.661992    -0.66388  0.00036544
          28    -0.66532   -0.663931  0.00035599
          29    -0.66272   -0.663889 0.000346156
          30    -0.66432   -0.663904 0.000334915
          31   -0.661976   -0.663842 0.000329834
          32   -0.666184   -0.663915 0.000327549
          33   -0.663696   -0.663908  0.00031769
          34   -0.666304   -0.663979 0.000316065
          35   -0.661176   -0.663899 0.000317015
          36   -0.663232    -0.66388  0.00030875
          37   -0.664912   -0.663908 0.000301662
          38   -0.664144   -0.663914 0.000293788
          39   -0.664664   -0.663933 0.000286883
          40   -0.663672   -0.663927 0.000279786
          41   -0.659632   -0.663822 0.000291913
          42    -0.66452   -0.663839 0.000285435
          43   -0.663328   -0.663827 0.000279044
          44   -0.666968   -0.663898 0.000281687
          45   -0.662928   -0.663877 0.000276251
          46   -0.667344   -0.663952 0.000280341
          47   -0.661952   -0.663909 0.000277587
          48   -0.663048   -0.663892 0.000272383
          49   -0.662024   -0.663853 0.000269478
          50    -0.65836   -0.663744 0.000285608
           1    -0.61316    -0.61316           0
           2   -0.615832   -0.614496 0.000944695
           3   -0.612504   -0.613832 0.000831008
           4   -0.614608   -0.614026 0.000645504
           5   -0.614656   -0.614152 0.000528557
           6   -0.615544   -0.614384 0.000488735
           7   -0.612392   -0.614099 0.000494877
           8   -0.614552   -0.614156 0.000436238
           9   -0.613296    -0.61406 0.000398095
          10      -0.613   -0.613954 0.000372142
          11   -0.611696   -0.613749 0.000390863
          12   -0.612984   -0.613685 0.000363454
          13   -0.613904   -0.613702 0.000335885
          14   -0.611024   -0.613511 0.000362295
          15   -0.613688   -0.613523 0.000338335
          16   -0.612736   -0.613474 0.000320741
          17    -0.61364   -0.613483 0.000302024
          18   -0.614416   -0.613535 0.000289656
          19     -0.6116   -0.613433 0.000291767
          20   -0.614872   -0.613505  0.00028591
          21   -0.613424   -0.613501 0.000272321
          22   -0.610664   -0.613372 0.000288873
          23    -0.61216    -0.61332 0.000281081
          24   -0.614232   -0.613358 0.000271928
          25   -0.613056   -0.613346 0.000261318
          26   -0.615432   -0.613426 0.000263301
          27    -0.61336   -0.613423  0.00025356
          28   -0.612528   -0.613391 0.000246513
          29   -0.613368   -0.613391 0.000238014
          30   -0.615208   -0.613451 0.000237664
          31   -0.613712    -0.61346 0.000230146
          32   -0.616072   -0.613541 0.000236991
          33   -0.612856    -0.61352 0.000230718
          34   -0.613096   -0.613508  0.00022427
          35   -0.612784   -0.613487 0.000218814
          36   -0.612152    -0.61345 0.000215857
          37     -0.6118   -0.613406 0.000214581
          38   -0.614264   -0.613428  0.00021012
          39   -0.612816   -0.613413 0.000205317
          40    -0.61096   -0.613351 0.000209139
          41   -0.616088   -0.613418 0.000214426
          42   -0.614024   -0.613432 0.000209806
          43   -0.613256   -0.613428 0.000204967
          44    -0.61588   -0.613484 0.000207744
          45   -0.611184   -0.613433 0.000209321
          46   -0.611896   -0.613399 0.000207419
          47   -0.610568   -0.613339 0.000211574
          48   -0.610664   -0.613284 0.000214382
          49   -0.614992   -0.613318 0.000212823
          50    -0.61224   -0.613297 0.000209657
           1   -0.566944   -0.566944           0
           2   -0.570056     -0.5685  0.00110026
           3   -0.568552   -0.568517 0.000733642
           4     -0.5702   -0.568938 0.000659905
           5   -0.567648    -0.56868 0.000576156
           6   -0.570912   -0.569052 0.000588085
           7     -0.5642   -0.568359 0.000816028
           8     -0.5688   -0.568414 0.000715885
           9   -0.566408   -0.568191 0.000670143
          10    -0.56996   -0.568368 0.000626039
          11   -0.568008   -0.568335 0.000569981
          12   -0.564072    -0.56798 0.000623449
          13   -0.563432    -0.56763 0.000666459
          14    -0.56704   -0.567588 0.000620187
          15   -0.568688   -0.567661  0.00058316
          16    -0.57144   -0.567898 0.000592607
          17    -0.56976   -0.568007 0.000567785
          18   -0.567696    -0.56799 0.000536505
          19   -0.569896    -0.56809 0.000517563
          20   -0.568544   -0.568113 0.000492182
          21   -0.571544   -0.568276 0.000495123
          22   -0.566456   -0.568193 0.000479481
          23    -0.56908   -0.568232  0.00046018
          24   -0.565864   -0.568133  0.00045146
          25   -0.569224   -0.568177 0.000435504
          26   -0.568368   -0.568184 0.000418816
          27   -0.568136   -0.568183 0.000403308
          28   -0.568696   -0.568201 0.000389321
          29   -0.566592   -0.568145 0.000379828
          30   -0.567128   -0.568111 0.000368678
          31   -0.568152   -0.568113 0.000356788
          32   -0.568832   -0.568135 0.000346345
          33   -0.571008   -0.568222 0.000346618
          34   -0.569944   -0.568273 0.000340102
          35   -0.568408   -0.568277 0.000330406
          36    -0.56972   -0.568317 0.000323651
          37   -0.568064    -0.56831 0.000314976
          38   -0.567464   -0.568288 0.000307473
          39     -0.5658   -0.568224 0.000306135
          40    -0.56836   -0.568227   0.0002985
          41    -0.57028   -0.568277 0.000295388
          42    -0.56804   -0.568272 0.000288409
          43   -0.565096   -0.568198 0.000291005
          44    -0.56776   -0.568188 0.000284561
          45   -0.567384    -0.56817 0.000278798
          46   -0.572296    -0.56826 0.000286802
          47    -0.56592    -0.56821 0.000284988
          48    -0.56892   -0.568225 0.000279434
          49   -0.567048   -0.568201 0.000274762
          50     -0.5692   -0.568221 0.000269992
           1   -0.528456   -0.528456           0
           2   -0.528016   -0.528236 0.000155563
           3   -0.528272   -0.528248 0.000104171
           4   -0.528384   -0.528282 8.34925e-05
           5   -0.525856   -0.527797 0.000439086
           6   -0.530632   -0.528269  0.00056565
           7   -0.529408   -0.528432 0.000507694
           8   -0.528232   -0.528407 0.000444847
           9   -0.526832   -0.528232 0.000428461
          10   -0.530648   -0.528474 0.000448589
          11   -0.528608   -0.528486 0.000407975
          12    -0.52876   -0.528509 0.000374616
          13   -0.527096     -0.5284 0.000361217
          14   -0.527992   -0.528371 0.000336589
          15   -0.530336   -0.528502 0.000338688
          16   -0.527296   -0.528427 0.000325797
          17   -0.527408   -0.528367 0.000312093
          18    -0.52852   -0.528375 0.000294871
          19   -0.531096   -0.528518 0.000312194
          20   -0.527144    -0.52845 0.000304053
          21   -0.528096   -0.528433  0.00029004
          22   -0.527528   -0.528392 0.000279757
          23   -0.528488   -0.528396 0.000267625
          24   -0.530112   -0.528467 0.000265855
          25   -0.527544    -0.52843 0.000257774
          26   -0.530032   -0.528492 0.000255114
          27   -0.527536   -0.528457  0.00024811
          28   -0.529728   -0.528502 0.000243368
          29   -0.525776   -0.528408 0.000252478
          30   -0.527008   -0.528361 0.000248338
          31   -0.530592   -0.528433 0.000250535
          32   -0.522456   -0.528247 0.000304477
          33   -0.531328    -0.52834 0.000309238
          34   -0.533936   -0.528504 0.000341144
          35   -0.528296   -0.528499 0.000331449
          36   -0.528312   -0.528493 0.000322283
          37   -0.531192   -0.528566  0.00032172
          38   -0.529376   -0.528588 0.000313959
          39    -0.52768   -0.528564  0.00030677
          40   -0.528344   -0.528559  0.00029915
          41   -0.528504   -0.528557 0.000291856
          42   -0.529488    -0.52858 0.000285747
          43   -0.526376   -0.528528  0.00028366
          44   -0.530824   -0.528581 0.000281971
          45   -0.528544    -0.52858 0.000275706
          46   -0.525584   -0.528515 0.000277297
          47   -0.524712   -0.528434 0.000282954
          48   -0.526584   -0.528395 0.000279671
          49   -0.527944   -0.528386 0.000274115
          50    -0.52984   -0.528415 0.000270171
           1   -0.492536   -0.492536           0
           2    -0.49232   -0.492428 7.63675e-05
           3   -0.495736   -0.493531 0.000901762
           4   -0.492664   -0.493314 0.000701868
           5   -0.491816   -0.493014 0.000622161
           6     -0.4928   -0.492979 0.000519493
           7   -0.492384   -0.492894 0.000452172
           8   -0.492632   -0.492861 0.000396832
           9   -0.493208     -0.4929 0.000354608
          10   -0.495792   -0.493189 0.000420893
          11   -0.491968   -0.493078 0.000396992
          12     -0.4932   -0.493088  0.00036404
          13   -0.495888   -0.493303 0.000394643
          14   -0.491824   -0.493198 0.000380338
          15    -0.48968   -0.492963 0.000421121
          16   -0.493848   -0.493019 0.000398415
          17    -0.49212   -0.492966 0.000378469
          18   -0.495056   -0.493082 0.000374836
          19   -0.493392   -0.493098 0.000355464
          20   -0.492336    -0.49306 0.000339727
          21   -0.491264   -0.492974 0.000334141
          22   -0.492736   -0.492964 0.000319128
          23   -0.495792   -0.493087 0.000328092
          24   -0.495168   -0.493173 0.000325682
          25   -0.492936   -0.493164 0.000312793
          26    -0.49568   -0.493261 0.000315378
          27   -0.492848   -0.493245 0.000304067
          28   -0.491728   -0.493191 0.000297997
          29   -0.490872   -0.493111 0.000298259
          30   -0.491808   -0.493068 0.000291463
          31   -0.493208   -0.493072 0.000282096
          32   -0.491096   -0.493011 0.000279959
          33    -0.49104   -0.492951 0.000277771
          34   -0.492824   -0.492947 0.000269626
          35   -0.492104   -0.492923 0.000262996
          36   -0.497336   -0.493046  0.00028282
          37   -0.492632   -0.493034 0.000275397
          38   -0.497064    -0.49314 0.000287843
          39   -0.494104   -0.493165 0.000281521
          40   -0.492128   -0.493139 0.000275674
          41    -0.49072    -0.49308 0.000275192
          42   -0.493256   -0.493084 0.000268672
          43   -0.494768   -0.493124 0.000265262
          44    -0.49288   -0.493118 0.000259291
          45   -0.494488   -0.493148  0.00025531
          46   -0.493504   -0.493156 0.000249876
          47    -0.49524   -0.493201 0.000248462
          48    -0.49248   -0.493186 0.000243739
          49   -0.491536   -0.493152 0.000241078
          50    -0.49708    -0.49323 0.000248729
           1   -0.460376   -0.460376           0
           2   -0.464056   -0.462216  0.00130108
           3   -0.463112   -0.462515 0.000901012
           4    -0.46376   -0.462826 0.000727562
           5   -0.460648    -0.46239 0.000700414
           6   -0.461672   -0.462271 0.000593824
           7   -0.463936   -0.462509 0.000554605
           8   -0.463048   -0.462576 0.000489361
           9   -0.464832   -0.462827 0.000495042
          10   -0.463376   -0.462882 0.000448575
          11   -0.461704   -0.462775 0.000420376
          12   -0.466496   -0.463085 0.000486468
          13   -0.461504   -0.462963 0.000463994
          14   -0.462696   -0.462944 0.000431243
          15   -0.463336    -0.46297 0.000403285
          16   -0.461944   -0.462906 0.000383145
          17   -0.459424   -0.462701 0.000411731
          18   -0.464576   -0.462805 0.000401816
          19   -0.459616   -0.462637 0.000414248
          20   -0.464776   -0.462744 0.000407102
          21   -0.464536    -0.46283 0.000396555
          22   -0.460088   -0.462705  0.00039763
          23   -0.462864   -0.462712 0.000380402
          24   -0.463096   -0.462728 0.000364888
          25   -0.462592   -0.462723 0.000350333
          26    -0.45948   -0.462598  0.00035837
          27   -0.462808   -0.462606 0.000345182
          28   -0.462096   -0.462587 0.000333333
          29   -0.463992   -0.462636 0.000325339
          30   -0.462216   -0.462622 0.000314795
          31   -0.464688   -0.462689 0.000311616
          32   -0.460736   -0.462628 0.000307794
          33    -0.46256   -0.462625 0.000298473
          34   -0.461872   -0.462603 0.000290516
          35   -0.464376   -0.462654 0.000286597
          36   -0.463056   -0.462665 0.000278853
          37   -0.464448   -0.462713 0.000275449
          38   -0.461712   -0.462687 0.000269457
          39   -0.460264   -0.462625 0.000269615
          40   -0.460856   -0.462581 0.000266477
          41   -0.464712   -0.462633 0.000264999
          42   -0.460552   -0.462583 0.000263279
          43   -0.462304   -0.462577 0.000257237
          44   -0.462288    -0.46257 0.000251474
          45   -0.458952    -0.46249 0.000258419
          46   -0.463824   -0.462519 0.000254424
          47   -0.463224   -0.462534 0.000249453
          48   -0.462392   -0.462531 0.000244273
          49   -0.462104   -0.462522 0.000239443
          50   -0.462632   -0.462524 0.000234665
