# Temperature: Susceptibility:      Error: 
0.5     78.9693    0.706147
0.65     32.9075    0.299368
0.8     15.0947    0.149305
0.95     8.70854   0.0569489
1.1     5.68419   0.0348822
1.25     3.95371   0.0211165
1.4     2.95971   0.0125541
1.55     2.36094  0.00954323
1.7     1.90044  0.00682011
1.85     1.58878  0.00413903
2     1.35733  0.00443168
