# Temperature: Susceptibility:      Error: 
0.5     77.3785    0.941489
0.65     33.0273    0.633383
0.8     15.1435    0.178494
0.95     8.77501   0.0917357
1.1     5.62561   0.0387807
1.25     3.98211   0.0205681
1.4     2.99171   0.0161909
1.55     2.33751   0.0118643
1.7     1.90071  0.00997448
1.85     1.59064  0.00621637
2     1.36157   0.0045879
