-0.241317 -0.142193
1.12669 -1.56212
1.12669 -1.56212
0.814353 -1.21813
-0.0290127 -0.00210364
1.76239 1.88231
1.76239 1.88231
1.76239 1.88231
2.07664 7.81601
0.91695 -1.39505
0.91695 -1.39505
0.91695 -1.39505
0.91695 -1.39505
1.49346 -0.601267
1.49346 -0.601267
1.49346 -0.601267
1.11757 -1.5625
0.524657 -0.612392
0.524657 -0.612392
0.524657 -0.612392
0.58872 -0.746352
1.25756 -1.45264
1.25756 -1.45264
1.25756 -1.45264
1.25756 -1.45264
1.64774 0.58385
1.64774 0.58385
1.64774 0.58385
0.547767 -0.660093
0.547767 -0.660093
-0.631373 -0.837673
-0.945904 -1.43629
-0.984753 -1.48395
-0.984753 -1.48395
0.261349 -0.166093
-0.460073 -0.484365
0.962665 -1.45799
0.962665 -1.45799
0.861786 -1.30512
0.861786 -1.30512
-0.697865 -0.980355
-0.125126 -0.0388964
-1.50116 -0.555504
-1.50116 -0.555504
-0.456028 -0.476657
-0.456028 -0.476657
-0.598303 -0.766775
-0.322451 -0.249127
0.169641 -0.0711172
-0.217087 -0.115596
1.52538 -0.403049
1.52538 -0.403049
1.11704 -1.5625
1.11704 -1.5625
1.0692 -1.55109
0.176418 -0.0768398
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
-0.77278 -1.13634
0.946569 -1.43718
0.946569 -1.43718
0.946569 -1.43718
1.42898 -0.935242
-0.0823481 -0.016907
-1.55529 -0.196075
0.147127 -0.0536472
1.26208 -1.44495
1.26208 -1.44495
0.598499 -0.767194
-0.0702472 -0.0123123
0.638756 -0.853552
0.638756 -0.853552
-0.766329 -1.12328
-0.700908 -0.986833
-1.05486 -1.54366
-0.000156285 -6.10626e-08
-1.64102 0.519602
-1.64102 0.519602
-1.01985 -1.51844
0.770563 -1.13186
0.770563 -1.13186
1.20548 -1.52122
1.20548 -1.52122
0.674233 -0.929824
0.674233 -0.929824
0.674233 -0.929824
0.62689 -0.828035
-0.638416 -0.85282
-0.638416 -0.85282
-0.638416 -0.85282
-0.638416 -0.85282
-0.385484 -0.349414
-1.2884 -1.39442
-1.2884 -1.39442
-1.2884 -1.39442
-1.2884 -1.39442
-1.2884 -1.39442
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.06255 -1.54786
-1.23237 -1.49028
0.32135 -0.2475
0.665369 -0.910793
1.41596 -0.992543
1.40561 -1.0358
-0.171067 -0.0723037
-0.171067 -0.0723037
0.464153 -0.492182
-1.14258 -1.55942
-1.14258 -1.55942
-1.14258 -1.55942
-1.14258 -1.55942
-1.14258 -1.55942
0.312863 -0.235127
-0.952401 -1.4449
-0.952401 -1.4449
0.536757 -0.637264
0.536757 -0.637264
0.939869 -1.42807
0.782809 -1.15646
0.356338 -0.30132
1.407 -1.03013
-0.140685 -0.0490888
0.787168 -1.16514
1.20566 -1.52104
0.666385 -0.912976
0.666385 -0.912976
0.666385 -0.912976
0.279248 -0.188867
0.986648 -1.48603
1.29578 -1.37841
0.659469 -0.898111
0.659469 -0.898111
0.732238 -1.05295
0.904294 -1.37566
0.904294 -1.37566
0.965288 -1.46124
-0.398302 -0.371443
0.8452 -1.27559
0.8452 -1.27559
0.759431 -1.10921
1.08363 -1.55676
0.679502 -0.941118
1.58257 0.0113706
1.58257 0.0113706
-0.209305 -0.107602
-0.209305 -0.107602
0.191101 -0.0899651
-0.961199 -1.45616
-0.569262 -0.705133
-0.569262 -0.705133
-1.34064 -1.26296
-1.34064 -1.26296
-0.810069 -1.20992
-0.810069 -1.20992
0.880917 -1.33784
0.789498 -1.16976
0.709132 -1.00429
1.10842 -1.56204
1.10842 -1.56204
1.10842 -1.56204
0.263106 -0.16827
0.830508 -1.24861
-0.0143309 -0.000513395
0.972258 -1.46965
0.972258 -1.46965
0.972258 -1.46965
-0.542925 -0.650031
-0.542925 -0.650031
-0.542925 -0.650031
1.0603 -1.54669
1.0603 -1.54669
-0.0512378 -0.00655638
-1.40863 -1.0234
-1.06635 -1.54976
-0.850803 -1.28568
-0.850803 -1.28568
-0.850803 -1.28568
-0.850803 -1.28568
-0.850803 -1.28568
-0.850803 -1.28568
-0.850803 -1.28568
-0.115849 -0.0333724
-0.918484 -1.39735
-0.496875 -0.556261
0.158666 -0.0623037
0.857222 -1.2971
0.857222 -1.2971
1.54255 -0.286808
1.54255 -0.286808
0.794272 -1.17917
0.794272 -1.17917
0.794272 -1.17917
0.804747 -1.19964
0.804747 -1.19964
0.804747 -1.19964
1.17798 -1.54355
1.17798 -1.54355
-0.577011 -0.721505
-1.27707 -1.4174
-1.27707 -1.4174
-0.802751 -1.19576
-0.802751 -1.19576
-0.802751 -1.19576
-0.802751 -1.19576
-0.0249841 -0.00156013
-0.450548 -0.466277
-0.57507 -0.717397
-0.516047 -0.594844
0.490829 -0.544244
1.15828 -1.55411
0.568459 -0.703442
-0.914091 -1.39074
-0.914091 -1.39074
-1.37736 -1.14373
-1.37736 -1.14373
-0.427214 -0.42297
-0.774824 -1.14046
-0.774824 -1.14046
-1.55467 -0.200605
-0.214824 -0.113244
0.9538 -1.44672
-0.807948 -1.20583
-0.801927 -1.19416
-0.801927 -1.19416
0.749604 -1.08903
1.24085 -1.47857
1.3931 -1.08538
1.3931 -1.08538
1.3931 -1.08538
1.3931 -1.08538
1.3931 -1.08538
1.3931 -1.08538
-0.154321 -0.0589699
1.23924 -1.48086
1.23924 -1.48086
1.23924 -1.48086
1.23924 -1.48086
1.23924 -1.48086
1.23924 -1.48086
-0.17085 -0.072122
0.747908 -1.08553
0.747908 -1.08553
-0.851337 -1.28664
-1.3474 -1.24271
-1.3474 -1.24271
-0.556622 -0.678577
-0.556622 -0.678577
0.784614 -1.16006
0.784614 -1.16006
-0.385578 -0.349574
-0.385578 -0.349574
-0.385578 -0.349574
0.399119 -0.372864
-1.23176 -1.49109
-1.23176 -1.49109
-0.973826 -1.4715
-0.973826 -1.4715
-1.30814 -1.34976
-1.30814 -1.34976
-0.152932 -0.0579232
0.397678 -0.37036
1.3398 -1.26542
1.34206 -1.25878
1.34206 -1.25878
-0.359241 -0.305981
-0.359241 -0.305981
0.470995 -0.50538
0.422005 -0.413506
-0.433027 -0.433621
-0.99237 -1.49217
0.644985 -0.866954
0.837654 -1.26183
